4096 x 4096 sparse matrix, nnz = 7674
(201,1531)	6.0
(201,1541)	18.0
(201,1676)	6.0
(202,1365)	3.0
(202,1419)	3.0
(202,1421)	3.0
(202,1643)	3.0
(202,1675)	3.0
(203,1365)	3.0
(203,1386)	6.0
(203,1640)	3.0
(203,1667)	3.0
(203,1708)	3.0
(204,1386)	6.0
(204,1425)	6.0
(204,1435)	3.0
(204,1639)	3.0
(204,1665)	3.0
(204,1671)	3.0
(204,1708)	3.0
(205,1364)	6.0
(205,1693)	6.0
(206,1364)	6.0
(206,1687)	3.0
(206,1688)	3.0
(206,1694)	24.0
(208,1363)	3.0
(208,1857)	3.0
(209,1362)	6.0
(209,1384)	3.0
(209,1642)	3.0
(209,1695)	6.0
(210,1362)	16.0
(210,1540)	3.0
(210,1652)	46.0
(210,1653)	3.0
(210,1745)	6.0
(211,1362)	3.0
(211,1616)	3.0
(211,1705)	3.0
(212,1306)	3.0
(212,1381)	3.0
(212,1538)	3.0
(212,1661)	3.0
(213,1308)	3.0
(213,1309)	9.0
(213,1379)	3.0
(214,1362)	9.0
(214,1377)	3.0
(214,1410)	3.0
(214,1748)	3.0
(215,1362)	6.0
(215,1376)	3.0
(216,1362)	6.0
(216,1534)	3.0
(216,1857)	3.0
(217,1612)	3.0
(217,1681)	3.0
(218,1362)	3.0
(219,1362)	15.0
(219,1381)	3.0
(220,1362)	12.0
(220,1510)	12.0
(220,1575)	3.0
(221,1312)	3.0
(221,1509)	3.0
(221,1510)	3.0
(221,1658)	6.0
(221,1718)	6.0
(222,1363)	3.0
(222,1371)	110.0
(222,1529)	3.0
(222,1584)	9.0
(223,1363)	15.0
(223,1365)	3.0
(223,1526)	3.0
(223,1576)	3.0
(223,1586)	3.0
(223,1657)	3.0
(224,1312)	3.0
(224,1363)	3.0
(224,1365)	3.0
(224,1525)	6.0
(224,1553)	3.0
(224,1591)	3.0
(224,1655)	3.0
(224,1656)	6.0
(225,1368)	27.0
(225,1503)	3.0
(225,1591)	6.0
(225,1717)	3.0
(226,1364)	6.0
(226,1523)	3.0
(226,1542)	6.0
(226,1862)	3.0
(227,1390)	9.0
(227,1520)	12.0
(227,1522)	3.0
(227,1651)	3.0
(228,1364)	6.0
(228,1367)	3.0
(229,1365)	3.0
(229,1375)	6.0
(229,1376)	6.0
(229,1440)	9.0
(229,1489)	3.0
(229,1518)	21.0
(230,1365)	6.0
(230,1516)	110.0
(230,1579)	3.0
(231,1365)	6.0
(231,1381)	3.0
(231,1499)	3.0
(231,1513)	6.0
(231,1514)	3.0
(231,1722)	3.0
(232,1365)	15.0
(232,1381)	3.0
(232,1492)	3.0
(232,1511)	15.0
(232,1723)	103.0
(233,1366)	12.0
(233,1381)	3.0
(233,1406)	6.0
(233,1442)	3.0
(233,1510)	3.0
(233,1649)	6.0
(234,1314)	3.0
(234,1366)	9.0
(234,1536)	3.0
(235,1314)	13.0
(235,1367)	3.0
(235,1444)	6.0
(235,1489)	3.0
(235,1506)	6.0
(235,1507)	6.0
(235,1508)	22.0
(235,1509)	3.0
(235,1855)	3.0
(236,1315)	3.0
(236,1367)	6.0
(236,1490)	3.0
(236,1491)	9.0
(236,1542)	3.0
(236,1728)	9.0
(237,1315)	6.0
(237,1445)	9.0
(237,1493)	6.0
(237,1506)	9.0
(237,1524)	6.0
(237,1528)	3.0
(237,1544)	3.0
(237,1572)	6.0
(238,1315)	6.0
(238,1367)	3.0
(238,1368)	16.0
(238,1409)	6.0
(238,1479)	9.0
(238,1493)	3.0
(238,1504)	6.0
(238,1523)	6.0
(238,1543)	3.0
(238,1547)	3.0
(238,1564)	3.0
(238,1691)	3.0
(238,1729)	3.0
(239,1316)	3.0
(239,1368)	3.0
(239,1498)	3.0
(239,1502)	12.0
(239,1577)	9.0
(240,1316)	12.0
(240,1368)	12.0
(240,1446)	3.0
(240,1518)	9.0
(241,1316)	3.0
(241,1731)	3.0
(242,1449)	3.0
(243,1317)	9.0
(243,1369)	3.0
(243,1451)	3.0
(243,1478)	6.0
(243,1510)	3.0
(243,1512)	3.0
(244,1317)	9.0
(244,1509)	3.0
(244,1651)	3.0
(244,1753)	3.0
(245,1318)	9.0
(245,1369)	9.0
(245,1477)	9.0
(246,1318)	3.0
(246,1764)	3.0
(247,1318)	3.0
(247,1369)	18.0
(247,1472)	3.0
(247,1491)	3.0
(247,1493)	3.0
(248,1319)	22.0
(248,1368)	19.0
(248,1441)	6.0
(248,1490)	12.0
(248,1771)	6.0
(248,1808)	3.0
(248,1866)	6.0
(249,1436)	3.0
(249,1484)	3.0
(249,1808)	3.0
(250,1319)	9.0
(250,1368)	16.0
(250,1518)	6.0
(250,1737)	3.0
(250,1740)	9.0
(250,1741)	3.0
(251,1320)	24.0
(251,1368)	3.0
(251,1595)	3.0
(251,1623)	6.0
(252,1320)	6.0
(252,1346)	6.0
(252,1347)	9.0
(252,1349)	3.0
(252,1351)	3.0
(252,1368)	115.0
(252,1468)	100.0
(252,1470)	9.0
(253,1320)	27.0
(253,1345)	6.0
(253,1346)	15.0
(253,1355)	10.0
(253,1356)	3.0
(253,1357)	3.0
(253,1358)	9.0
(253,1359)	3.0
(253,1368)	3.0
(253,1430)	6.0
(253,1470)	6.0
(253,1746)	3.0
(253,1788)	6.0
(254,1320)	18.0
(254,1321)	9.0
(254,1338)	18.0
(254,1341)	12.0
(254,1360)	3.0
(254,1416)	21.0
(254,1469)	9.0
(254,1470)	3.0
(254,1775)	3.0
(255,1335)	6.0
(255,1336)	3.0
(255,1363)	3.0
(255,1367)	18.0
(255,1417)	3.0
(255,1469)	15.0
(255,1837)	3.0
(255,1840)	6.0
(256,1321)	6.0
(256,1329)	3.0
(256,1332)	6.0
(256,1368)	12.0
(256,1469)	3.0
(256,1741)	10.0
(256,1749)	3.0
(256,1750)	3.0
(256,1837)	9.0
(256,1838)	21.0
(257,1324)	16.0
(257,1326)	3.0
(257,1328)	3.0
(257,1369)	9.0
(257,1370)	6.0
(257,1397)	21.0
(257,1401)	16.0
(257,1424)	6.0
(257,1836)	3.0
(257,1859)	6.0
(258,1319)	9.0
(258,1321)	6.0
(258,1322)	9.0
(258,1372)	24.0
(258,1379)	3.0
(258,1393)	3.0
(258,1394)	3.0
(258,1395)	3.0
(258,1402)	6.0
(258,1423)	9.0
(258,1467)	10.0
(259,1316)	12.0
(259,1317)	3.0
(259,1372)	6.0
(259,1373)	3.0
(259,1377)	3.0
(259,1403)	3.0
(259,1419)	3.0
(260,1314)	12.0
(260,1374)	3.0
(260,1376)	3.0
(260,1381)	6.0
(260,1420)	9.0
(260,1421)	3.0
(260,1465)	3.0
(260,1762)	3.0
(260,1832)	3.0
(261,1308)	3.0
(261,1309)	3.0
(261,1463)	18.0
(261,1767)	3.0
(261,1831)	18.0
(262,1387)	9.0
(262,1462)	3.0
(262,1649)	10.0
(262,1768)	9.0
(262,1769)	6.0
(262,1803)	3.0
(262,1806)	3.0
(262,1807)	6.0
(263,1305)	3.0
(263,1383)	12.0
(263,1384)	9.0
(263,1385)	3.0
(263,1386)	9.0
(263,1461)	6.0
(263,1829)	3.0
(264,1304)	6.0
(264,1305)	3.0
(264,1705)	6.0
(264,1791)	3.0
(265,1459)	6.0
(265,1465)	12.0
(265,1652)	3.0
(266,1303)	15.0
(266,1408)	3.0
(266,1424)	3.0
(266,1458)	6.0
(266,1786)	6.0
(266,1816)	3.0
(266,1823)	20.0
(266,1825)	3.0
(267,1425)	12.0
(267,1515)	3.0
(268,1301)	6.0
(268,1426)	3.0
(268,1450)	3.0
(268,1451)	6.0
(268,1468)	6.0
(268,1871)	3.0
(269,1170)	6.0
(269,1811)	3.0
(270,1181)	3.0
(270,1300)	3.0
(270,1813)	3.0
(271,1299)	3.0
(271,1868)	6.0
(272,1299)	3.0
(272,1470)	6.0
(272,1800)	3.0
(272,1904)	6.0
(272,1913)	3.0
(273,1298)	9.0
(273,1433)	3.0
(273,1443)	6.0
(273,1470)	3.0
(273,1869)	3.0
(273,1922)	3.0
(274,1189)	6.0
(275,1165)	6.0
(275,1429)	6.0
(275,1438)	6.0
(275,1470)	6.0
(275,1739)	3.0
(275,1899)	12.0
(276,1796)	3.0
(276,1898)	6.0
(277,1794)	100.0
(277,1872)	3.0
(278,1295)	3.0
(278,1577)	3.0
(278,1609)	6.0
(278,1873)	9.0
(279,1422)	3.0
(279,1609)	3.0
(279,1793)	9.0
(279,1874)	3.0
(279,1882)	3.0
(281,1204)	3.0
(281,1206)	6.0
(281,1632)	3.0
(281,1664)	3.0
(282,1292)	6.0
(282,1483)	3.0
(282,1572)	3.0
(282,1720)	3.0
(282,1892)	9.0
(283,1156)	3.0
(283,1291)	3.0
(283,1431)	3.0
(283,1567)	106.0
(284,1156)	3.0
(284,1524)	3.0
(284,1536)	3.0
(284,1613)	100.0
(285,1290)	3.0
(285,1931)	3.0
(286,1289)	9.0
(286,1430)	3.0
(288,1479)	3.0
(288,1894)	9.0
(289,1485)	16.0
(289,1895)	6.0
(290,1639)	3.0
(290,1897)	3.0
(291,1286)	6.0
(291,1640)	9.0
(291,1928)	3.0
(291,1930)	3.0
(291,1933)	6.0
(291,1938)	3.0
(292,1429)	9.0
(292,1495)	6.0
(292,1944)	6.0
(292,1946)	12.0
(293,1428)	3.0
(293,1497)	3.0
(293,1498)	9.0
(293,1799)	6.0
(293,1898)	3.0
(294,1283)	6.0
(294,1284)	3.0
(294,1498)	12.0
(294,1949)	3.0
(295,1214)	3.0
(295,1428)	6.0
(295,1895)	6.0
(296,1895)	6.0
(296,1951)	3.0
(297,1282)	9.0
(298,1281)	15.0
(299,1889)	100.0
(299,1890)	6.0
(300,1280)	3.0
(300,1425)	3.0
(300,1437)	3.0
(301,1956)	3.0
(302,1423)	6.0
(302,1647)	6.0
(302,1959)	6.0
(303,1279)	9.0
(303,1420)	6.0
(303,1793)	103.0
(304,1279)	6.0
(304,1421)	3.0
(304,1664)	3.0
(304,1740)	3.0
(304,1792)	3.0
(305,1423)	6.0
(306,1278)	12.0
(306,1419)	3.0
(306,1425)	3.0
(307,1224)	3.0
(307,1752)	9.0
(307,2007)	3.0
(308,1277)	9.0
(308,1428)	3.0
(308,1963)	3.0
(308,1966)	3.0
(308,1987)	6.0
(309,1429)	9.0
(309,1479)	6.0
(309,1987)	3.0
(310,1431)	6.0
(310,1432)	3.0
(310,1698)	12.0
(311,1170)	9.0
(311,1181)	3.0
(311,1194)	3.0
(311,1260)	12.0
(311,1261)	9.0
(311,1417)	6.0
(311,1433)	21.0
(311,1971)	3.0
(312,1157)	3.0
(312,1169)	9.0
(312,1172)	3.0
(312,1175)	3.0
(312,1192)	6.0
(312,1434)	6.0
(312,1435)	35.0
(312,1972)	6.0
(313,1256)	3.0
(313,1257)	23.0
(313,1275)	3.0
(313,1436)	3.0
(313,1437)	123.0
(314,1146)	6.0
(314,1148)	10.0
(314,1251)	3.0
(314,1252)	3.0
(314,1274)	26.0
(314,1275)	3.0
(314,1438)	3.0
(314,1439)	3.0
(314,1440)	6.0
(314,1472)	10.0
(314,1477)	6.0
(314,1974)	3.0
(314,1975)	3.0
(315,1153)	6.0
(315,1229)	3.0
(315,1230)	3.0
(315,1231)	6.0
(315,1235)	3.0
(315,1237)	6.0
(315,1238)	3.0
(315,1240)	12.0
(315,1244)	3.0
(315,1245)	3.0
(315,1246)	3.0
(315,1441)	3.0
(315,1443)	3.0
(315,1444)	21.0
(316,1226)	3.0
(316,1242)	3.0
(316,1445)	3.0
(316,1447)	3.0
(316,1448)	9.0
(316,1675)	3.0
(317,1160)	3.0
(317,1223)	3.0
(317,1450)	103.0
(317,1451)	3.0
(317,1452)	3.0
(318,1432)	3.0
(318,1456)	3.0
(318,1766)	9.0
(318,1879)	6.0
(319,1434)	3.0
(319,1457)	6.0
(319,1458)	15.0
(319,1688)	10.0
(319,1767)	3.0
(319,1981)	9.0
(320,1418)	15.0
(320,1461)	6.0
(321,1418)	3.0
(321,1438)	9.0
(321,1463)	27.0
(321,1656)	12.0
(321,1878)	9.0
(322,1439)	3.0
(322,1465)	6.0
(323,1466)	6.0
(323,1770)	3.0
(323,1987)	3.0
(324,1275)	9.0
(324,1467)	3.0
(324,1989)	3.0
(325,1269)	3.0
(325,1275)	3.0
(325,1469)	3.0
(326,1166)	3.0
(327,1455)	3.0
(328,1473)	16.0
(329,1167)	3.0
(329,1625)	3.0
(329,1903)	3.0
(330,1462)	3.0
(330,1477)	6.0
(330,1511)	3.0
(330,1863)	100.0
(330,1993)	6.0
(331,1479)	10.0
(331,1870)	13.0
(332,1416)	12.0
(332,1480)	6.0
(332,2023)	12.0
(333,1851)	6.0
(333,1852)	3.0
(333,2010)	3.0
(334,1482)	15.0
(334,1660)	3.0
(334,2012)	3.0
(335,1265)	30.0
(335,1529)	6.0
(335,1660)	3.0
(335,1991)	3.0
(335,2025)	6.0
(336,1265)	6.0
(336,1275)	3.0
(336,1276)	100.0
(336,1415)	3.0
(336,1483)	6.0
(336,1660)	6.0
(337,1174)	100.0
(337,1483)	21.0
(338,1414)	3.0
(338,1483)	40.0
(338,1619)	3.0
(338,2028)	9.0
(338,2029)	3.0
(339,1274)	13.0
(339,1414)	3.0
(339,1659)	3.0
(339,1992)	3.0
(340,1263)	6.0
(340,1413)	3.0
(340,1661)	3.0
(340,2040)	9.0
(341,1487)	100.0
(341,2046)	9.0
(342,1488)	9.0
(342,1489)	3.0
(342,1566)	3.0
(342,2018)	9.0
(343,1490)	13.0
(344,1411)	3.0
(344,1491)	3.0
(344,1514)	3.0
(344,1566)	3.0
(344,1994)	3.0
(344,2052)	3.0
(345,1492)	3.0
(345,1493)	18.0
(347,1495)	6.0
(347,1816)	3.0
(348,2025)	206.0
(348,2066)	110.0
(349,1259)	9.0
(349,1496)	10.0
(349,1998)	6.0
(349,2026)	3.0
(350,1497)	3.0
(350,2065)	3.0
(351,1257)	3.0
(351,1313)	6.0
(351,1316)	6.0
(351,1498)	3.0
(351,1654)	3.0
(352,1317)	9.0
(352,1405)	3.0
(352,1498)	3.0
(352,1499)	15.0
(352,1753)	3.0
(353,1257)	100.0
(353,1267)	3.0
(353,1310)	9.0
(353,1404)	6.0
(353,1499)	6.0
(354,1256)	3.0
(354,1266)	3.0
(354,1807)	13.0
(355,1403)	3.0
(355,1566)	19.0
(356,1254)	3.0
(356,1265)	10.0
(356,1273)	103.0
(356,1302)	12.0
(356,1303)	3.0
(356,1304)	3.0
(356,1502)	9.0
(356,1503)	9.0
(356,2031)	6.0
(357,1254)	3.0
(357,1264)	3.0
(357,1271)	19.0
(357,1272)	12.0
(357,1274)	3.0
(357,1276)	9.0
(357,1286)	3.0
(357,1578)	6.0
(358,1263)	3.0
(358,1264)	6.0
(358,1268)	3.0
(358,1652)	19.0
(359,1253)	6.0
(359,1260)	3.0
(359,1400)	3.0
(359,1507)	3.0
(359,1508)	3.0
(359,2007)	6.0
(360,1264)	3.0
(360,1881)	3.0
(360,2060)	3.0
(362,1252)	115.0
(362,1254)	30.0
(362,1255)	3.0
(362,1293)	3.0
(363,1293)	3.0
(363,1646)	3.0
(363,1647)	9.0
(363,1648)	3.0
(363,2099)	6.0
(364,1194)	6.0
(364,1292)	9.0
(364,2061)	9.0
(365,1291)	6.0
(365,2043)	10.0
(365,2060)	6.0
(366,1242)	3.0
(366,1251)	3.0
(366,1289)	6.0
(366,1394)	3.0
(366,1510)	3.0
(367,1286)	10.0
(367,1288)	3.0
(367,1511)	9.0
(367,2046)	3.0
(368,1231)	3.0
(368,1557)	3.0
(368,1642)	3.0
(369,1289)	6.0
(370,1227)	3.0
(370,1289)	3.0
(370,1391)	19.0
(370,1639)	109.0
(370,2059)	3.0
(371,1166)	3.0
(371,1189)	3.0
(371,1226)	3.0
(371,1227)	3.0
(371,1283)	6.0
(372,1224)	9.0
(372,1281)	3.0
(372,1282)	3.0
(372,1515)	6.0
(373,1183)	12.0
(373,1212)	3.0
(373,1224)	6.0
(373,1290)	3.0
(374,1212)	9.0
(374,1221)	3.0
(374,1838)	3.0
(374,2109)	3.0
(375,1213)	3.0
(375,1219)	3.0
(375,1583)	6.0
(375,1633)	13.0
(376,1276)	6.0
(376,1633)	3.0
(377,1521)	3.0
(377,1555)	3.0
(378,1293)	3.0
(378,1522)	3.0
(378,1633)	3.0
(379,1213)	3.0
(379,1262)	3.0
(379,1268)	9.0
(379,1521)	6.0
(379,1634)	3.0
(381,1209)	6.0
(381,1297)	3.0
(381,1634)	6.0
(382,1207)	3.0
(383,1526)	13.0
(383,2115)	3.0
(384,1526)	6.0
(384,1786)	3.0
(385,1551)	3.0
(386,1252)	3.0
(386,1379)	3.0
(386,1380)	3.0
(386,1529)	3.0
(386,1783)	3.0
(386,2052)	3.0
(387,1635)	9.0
(388,1159)	6.0
(388,1301)	3.0
(388,1532)	3.0
(388,1533)	3.0
(388,2051)	12.0
(389,1252)	3.0
(389,1377)	3.0
(389,1600)	9.0
(389,1635)	3.0
(390,1377)	3.0
(390,1632)	3.0
(390,1780)	3.0
(390,2186)	3.0
(391,1302)	6.0
(391,1376)	3.0
(391,1536)	16.0
(391,1850)	6.0
(391,2005)	3.0
(391,2120)	3.0
(392,1252)	3.0
(392,1302)	3.0
(392,1537)	6.0
(392,1634)	3.0
(392,2120)	3.0
(393,1539)	6.0
(393,1779)	3.0
(393,2006)	3.0
(395,1541)	3.0
(395,1729)	3.0
(395,2066)	3.0
(395,2072)	10.0
(395,2073)	12.0
(395,2121)	6.0
(396,1542)	12.0
(396,1543)	6.0
(396,1641)	6.0
(396,1642)	6.0
(397,1373)	6.0
(397,1700)	130.0
(397,1709)	3.0
(397,2009)	3.0
(397,2045)	10.0
(397,2046)	3.0
(397,2122)	3.0
(398,1373)	9.0
(398,1544)	3.0
(398,1694)	3.0
(398,1724)	39.0
(399,1208)	3.0
(399,1372)	3.0
(399,1546)	6.0
(399,1637)	3.0
(399,1705)	3.0
(399,1712)	16.0
(399,1763)	3.0
(399,2123)	3.0
(400,1549)	6.0
(400,1629)	25.0
(400,1691)	3.0
(400,1715)	3.0
(400,1723)	3.0
(400,1862)	3.0
(401,1626)	12.0
(401,1657)	3.0
(401,1659)	3.0
(401,1773)	3.0
(401,1863)	3.0
(401,2082)	3.0
(402,1209)	3.0
(402,1654)	3.0
(402,1772)	3.0
(402,1773)	3.0
(402,2044)	10.0
(403,12)	3.0
(403,1555)	6.0
(403,1650)	3.0
(403,1651)	6.0
(403,1683)	6.0
(403,1684)	6.0
(404,1370)	3.0
(404,1555)	6.0
(404,1556)	3.0
(404,2125)	3.0
(404,2184)	3.0
(405,1556)	12.0
(405,2125)	3.0
(406,1557)	3.0
(406,1600)	110.0
(406,2126)	6.0
(407,1212)	3.0
(407,1558)	3.0
(407,1560)	6.0
(407,2040)	6.0
(407,2041)	9.0
(407,2087)	12.0
(408,1206)	3.0
(408,1560)	6.0
(408,1767)	3.0
(408,1969)	6.0
(409,1228)	3.0
(409,2036)	18.0
(409,2181)	36.0
(410,1203)	3.0
(410,1565)	9.0
(411,1369)	3.0
(411,1565)	16.0
(412,1765)	3.0
(412,1934)	3.0
(412,1936)	3.0
(412,1937)	3.0
(412,2091)	3.0
(413,1254)	3.0
(413,1305)	3.0
(413,1369)	3.0
(413,1568)	9.0
(413,1925)	3.0
(413,2184)	3.0
(414,1606)	3.0
(414,1922)	6.0
(414,1941)	3.0
(414,1950)	100.0
(414,1986)	6.0
(414,2185)	9.0
(415,1203)	3.0
