16384 x 16384 sparse matrix, nnz = 8179
(463,5760)	12.0
(463,6124)	6.0
(464,6131)	3.0
(464,6207)	9.0
(464,6651)	3.0
(466,6331)	3.0
(466,6354)	3.0
(467,6348)	9.0
(467,6650)	6.0
(470,5420)	3.0
(477,5333)	3.0
(482,5552)	6.0
(483,6646)	3.0
(484,5418)	3.0
(485,5547)	3.0
(485,6646)	6.0
(486,5844)	3.0
(488,6645)	3.0
(488,7455)	3.0
(489,5530)	9.0
(489,6097)	3.0
(490,7452)	3.0
(494,5638)	3.0
(495,5334)	3.0
(495,5418)	6.0
(498,6093)	3.0
(502,5412)	9.0
(502,5464)	9.0
(502,5495)	3.0
(505,5466)	3.0
(506,5487)	3.0
(509,5482)	3.0
(510,5407)	3.0
(512,5329)	3.0
(512,5404)	3.0
(512,5477)	3.0
(512,6981)	100.0
(514,5418)	3.0
(514,6636)	9.0
(515,5418)	3.0
(515,5979)	3.0
(516,5378)	3.0
(516,5418)	3.0
(519,5976)	6.0
(523,5643)	9.0
(525,5418)	12.0
(527,5334)	3.0
(527,5418)	12.0
(527,5771)	3.0
(529,5322)	3.0
(529,6056)	3.0
(530,5644)	3.0
(533,5920)	3.0
(534,7435)	3.0
(536,5909)	6.0
(537,6647)	3.0
(539,6647)	100.0
(541,6647)	100.0
(541,7435)	3.0
(548,6083)	6.0
(548,7012)	6.0
(549,7401)	10.0
(551,6120)	9.0
(552,6101)	6.0
(552,6120)	6.0
(555,6111)	3.0
(555,7428)	6.0
(557,5627)	6.0
(558,5418)	3.0
(558,6114)	3.0
(558,6122)	3.0
(559,7429)	6.0
(561,5418)	3.0
(562,5324)	3.0
(565,6121)	3.0
(566,5329)	6.0
(568,7058)	3.0
(572,5420)	3.0
(573,7429)	6.0
(574,5339)	6.0
(574,5420)	6.0
(576,5421)	3.0
(578,5344)	103.0
(580,5606)	3.0
(581,5423)	3.0
(583,5728)	3.0
(583,7080)	3.0
(584,5605)	6.0
(585,5425)	6.0
(588,5426)	3.0
(591,5604)	9.0
(591,7384)	3.0
(592,5346)	3.0
(592,6235)	3.0
(593,7424)	3.0
(595,5346)	3.0
(596,5819)	6.0
(598,6129)	6.0
(599,6131)	3.0
(600,5689)	3.0
(601,5432)	12.0
(601,6635)	3.0
(602,7385)	3.0
(603,5684)	3.0
(607,7121)	3.0
(609,5603)	6.0
(609,6140)	3.0
(611,5435)	3.0
(611,5541)	3.0
(615,5354)	3.0
(615,5435)	3.0
(617,5603)	12.0
(619,5359)	19.0
(619,5436)	12.0
(622,6646)	3.0
(626,5436)	3.0
(632,5493)	3.0
(637,5436)	3.0
(637,6147)	3.0
(640,5368)	3.0
(641,5436)	3.0
(641,6655)	3.0
(643,6264)	3.0
(643,6655)	3.0
(644,5369)	19.0
(644,5436)	6.0
(646,5371)	3.0
(646,5436)	3.0
(647,5759)	3.0
(648,6656)	3.0
(651,5639)	6.0
(651,5654)	9.0
(652,5377)	6.0
(653,5436)	6.0
(654,5378)	9.0
(654,6146)	6.0
(658,6659)	6.0
(659,5380)	3.0
(659,5437)	6.0
(659,5559)	9.0
(660,6146)	6.0
(661,7394)	113.0
(664,5382)	3.0
(664,6662)	3.0
(665,5645)	6.0
(666,5554)	3.0
(667,6283)	3.0
(668,6662)	3.0
(670,5438)	6.0
(671,5438)	3.0
(673,5384)	3.0
(673,7406)	3.0
(674,6146)	3.0
(676,5386)	3.0
(681,7404)	3.0
(682,5440)	9.0
(684,5441)	13.0
(684,5547)	3.0
(686,6420)	6.0
(686,6425)	3.0
(688,5441)	9.0
(689,6146)	9.0
(690,5389)	3.0
(690,6409)	3.0
(692,5512)	6.0
(693,5389)	3.0
(698,5529)	3.0
(698,6355)	3.0
(698,6356)	3.0
(699,6461)	3.0
(700,5388)	3.0
(702,5443)	6.0
(702,6388)	3.0
(702,6477)	3.0
(706,5472)	9.0
(706,6306)	3.0
(709,5444)	3.0
(710,6500)	9.0
(710,7092)	3.0
(711,5386)	6.0
(712,5444)	3.0
(712,6504)	6.0
(713,5444)	3.0
(713,5573)	3.0
(713,7387)	6.0
(715,6155)	3.0
(717,5388)	3.0
(717,6508)	6.0
(718,5545)	3.0
(719,5706)	3.0
(719,6509)	9.0
(720,5444)	3.0
(721,5443)	6.0
(726,5391)	3.0
(726,5684)	3.0
(727,5441)	3.0
(730,5391)	3.0
(730,5440)	6.0
(731,5621)	3.0
(732,5439)	3.0
(733,5438)	3.0
(736,5393)	3.0
(736,5419)	3.0
(736,5422)	3.0
(738,5414)	206.0
(738,6516)	6.0
(739,5545)	3.0
(739,6516)	3.0
(740,5411)	3.0
(740,6246)	32.0
(743,5545)	3.0
(743,6251)	3.0
(744,5436)	6.0
(744,6285)	9.0
(745,6233)	6.0
(747,5436)	9.0
(748,5398)	3.0
(751,5436)	9.0
(751,6191)	3.0
(752,6647)	3.0
(754,6276)	3.0
(755,5436)	3.0
(756,6520)	3.0
(757,6186)	18.0
(758,5436)	6.0
(758,6260)	3.0
(760,5437)	3.0
(762,5437)	6.0
(763,5437)	3.0
(764,5548)	3.0
(765,5438)	6.0
(766,6605)	9.0
(767,5439)	9.0
(768,5440)	9.0
(768,6526)	9.0
(769,6172)	6.0
(769,6527)	3.0
(771,6184)	3.0
(771,6746)	3.0
(771,6747)	3.0
(773,5444)	3.0
(773,6131)	3.0
(774,5445)	3.0
(775,5446)	9.0
(776,5448)	3.0
(777,6717)	3.0
(779,5451)	3.0
(782,6174)	3.0
(783,6125)	3.0
(783,7042)	3.0
(785,6581)	6.0
(787,5457)	6.0
(788,6579)	3.0
(789,5392)	6.0
(789,6165)	3.0
(795,6125)	3.0
(795,7411)	10.0
(798,6576)	3.0
(799,5547)	12.0
(801,6124)	6.0
(801,6161)	18.0
(802,6704)	6.0
(805,5459)	3.0
(807,5673)	3.0
(807,6572)	3.0
(808,5681)	3.0
(808,6700)	3.0
(809,5544)	6.0
(809,6560)	3.0
(809,6829)	3.0
(812,5458)	3.0
(812,6665)	3.0
(813,5544)	6.0
(814,6657)	3.0
(814,6684)	3.0
(815,5698)	3.0
(815,5739)	3.0
(815,6555)	3.0
(815,6832)	3.0
(816,5700)	3.0
(818,5455)	6.0
(818,6772)	6.0
(821,5453)	6.0
(821,6774)	24.0
(823,6746)	3.0
(823,6749)	3.0
(829,5450)	3.0
(830,7426)	3.0
(834,5448)	3.0
(834,6779)	6.0
(835,5536)	3.0
(835,6567)	3.0
(836,5447)	3.0
(838,5447)	3.0
(838,6157)	3.0
(838,6607)	26.0
(838,6610)	3.0
(838,6979)	6.0
(839,5447)	13.0
(839,6605)	20.0
(841,5446)	3.0
(842,6462)	3.0
(843,6819)	3.0
(845,5521)	3.0
(845,6150)	3.0
(846,5224)	3.0
(848,6641)	3.0
(849,5516)	3.0
(850,5229)	3.0
(850,5234)	9.0
(853,6989)	3.0
(856,5445)	9.0
(856,5506)	3.0
(856,5637)	3.0
(859,5445)	6.0
(859,5504)	3.0
(862,6135)	3.0
(863,5445)	6.0
(863,7427)	3.0
(866,6448)	3.0
(868,6724)	3.0
(870,5446)	3.0
(873,5524)	3.0
(874,5446)	6.0
(876,5446)	9.0
(878,6040)	3.0
(879,5447)	12.0
(879,6039)	6.0
(879,6040)	3.0
(880,6297)	3.0
(881,6037)	3.0
(881,6630)	6.0
(882,6036)	3.0
(883,5246)	3.0
(884,6871)	6.0
(886,6113)	3.0
(887,5481)	110.0
(888,5449)	3.0
(888,6335)	9.0
(889,6304)	3.0
(889,6341)	3.0
(889,6626)	3.0
(892,5450)	15.0
(892,5457)	3.0
(892,6103)	3.0
(893,5457)	3.0
(893,6622)	6.0
(895,5451)	3.0
(895,6619)	3.0
(896,5246)	3.0
(896,6098)	6.0
(896,6211)	3.0
(896,6361)	3.0
(897,6363)	6.0
(899,6010)	3.0
(899,6865)	3.0
(900,5471)	27.0
(902,5453)	6.0
(902,6091)	3.0
(902,7447)	3.0
(903,6165)	6.0
(905,6086)	3.0
(905,6603)	3.0
(907,5557)	9.0
(907,6080)	12.0
(910,5468)	3.0
(912,5456)	6.0
(913,6070)	21.0
(914,5498)	6.0
(915,5501)	6.0
(915,5956)	3.0
(916,5457)	3.0
(916,5760)	9.0
(917,6316)	3.0
(919,5458)	6.0
(919,6062)	110.0
(922,5996)	3.0
(923,5459)	6.0
(923,6054)	3.0
(924,5522)	3.0
(924,6049)	6.0
(924,6886)	3.0
(926,5460)	15.0
(926,5966)	3.0
(926,6889)	3.0
(927,5522)	3.0
(927,6043)	15.0
(927,6891)	100.0
(929,5461)	12.0
(930,5522)	3.0
(930,5622)	6.0
(930,5768)	3.0
(931,6038)	3.0
(931,6594)	6.0
(933,5254)	3.0
(933,5462)	3.0
(934,6141)	3.0
(936,5464)	6.0
(937,6033)	3.0
(938,6028)	6.0
(938,6032)	22.0
(938,7418)	3.0
(939,5256)	13.0
(939,5465)	3.0
(939,6022)	6.0
(940,5774)	6.0
(940,5954)	3.0
(941,5465)	3.0
(941,6165)	3.0
(943,5258)	3.0
(943,5466)	3.0
(943,5959)	3.0
(944,5961)	9.0
(944,6909)	9.0
(945,6022)	9.0
(945,6109)	3.0
(945,6286)	6.0
(946,5259)	6.0
(946,5777)	6.0
(946,6094)	3.0
(946,6174)	3.0
(947,6096)	3.0
(948,5778)	3.0
(948,5969)	6.0
(949,5468)	3.0
(949,5972)	3.0
(949,6092)	3.0
(949,6172)	3.0
(949,6762)	3.0
(949,6916)	3.0
(950,5260)	6.0
(950,6014)	6.0
(951,5469)	6.0
(951,5916)	6.0
(951,6185)	3.0
(951,6253)	3.0
(952,5469)	10.0
(952,5634)	6.0
(952,5915)	3.0
(952,6089)	3.0
(953,5261)	3.0
(953,6006)	12.0
(953,6306)	9.0
(954,5990)	3.0
(956,5471)	3.0
(957,5784)	3.0
(957,6071)	9.0
(959,5472)	12.0
(960,5263)	12.0
(961,5264)	3.0
(962,6921)	3.0
(967,5796)	3.0
(970,5266)	9.0
(970,5474)	3.0
(970,5804)	3.0
(970,5911)	6.0
(970,6047)	3.0
(972,6039)	3.0
(973,5267)	3.0
(974,6036)	3.0
(974,6601)	3.0
(975,5268)	6.0
(976,7010)	3.0
(977,5474)	9.0
(978,5269)	9.0
(980,5908)	9.0
(983,5271)	3.0
(983,7055)	3.0
(985,5473)	12.0
(985,5971)	3.0
(987,5272)	3.0
(988,5473)	6.0
(988,5888)	3.0
(988,5963)	3.0
(989,5273)	22.0
(989,5960)	12.0
(991,5764)	6.0
(991,7229)	3.0
(992,5472)	19.0
(992,7082)	6.0
(992,7461)	6.0
(993,5936)	3.0
(994,5741)	3.0
(994,7229)	3.0
(997,5275)	6.0
(997,6959)	9.0
(997,6964)	3.0
(998,6945)	3.0
(999,5276)	3.0
(999,5471)	16.0
(1000,6071)	6.0
(1002,5277)	24.0
(1002,6380)	3.0
(1003,5471)	3.0
(1003,6489)	6.0
(1005,5470)	3.0
(1005,5872)	100.0
(1005,5879)	3.0
(1006,5393)	3.0
(1006,5404)	3.0
(1006,5470)	112.0
(1006,5879)	6.0
(1007,5279)	6.0
(1008,5384)	6.0
(1008,5386)	3.0
(1008,5387)	6.0
(1009,5279)	3.0
(1009,5379)	3.0
(1009,5380)	3.0
(1009,5381)	9.0
(1009,5383)	6.0
(1010,5280)	21.0
(1010,5469)	3.0
(1010,5719)	6.0
(1010,5878)	6.0
(1010,7149)	6.0
(1011,5280)	3.0
(1011,5418)	10.0
(1011,5423)	3.0
(1011,6981)	3.0
(1012,5426)	3.0
(1012,5429)	3.0
(1012,5431)	6.0
(1012,5434)	3.0
(1013,5280)	18.0
(1013,5363)	6.0
(1013,5364)	6.0
(1013,5440)	3.0
(1014,5281)	9.0
(1014,5873)	6.0
(1014,5877)	3.0
(1015,5352)	6.0
(1015,5664)	21.0
(1015,7098)	3.0
(1016,5349)	9.0
(1016,5351)	3.0
(1016,5874)	3.0
(1017,5343)	3.0
(1017,5449)	3.0
(1017,5466)	12.0
(1017,5666)	3.0
(1017,5874)	6.0
(1017,5876)	6.0
(1017,7348)	3.0
(1018,5338)	6.0
(1018,5468)	6.0
(1018,7357)	3.0
(1019,5874)	3.0
(1019,7360)	3.0
(1021,5283)	3.0
(1021,5328)	6.0
(1021,7349)	21.0
(1022,6995)	3.0
(1022,6998)	3.0
(1023,5472)	12.0
(1023,5873)	3.0
(1023,7347)	6.0
(1024,5283)	3.0
(1024,5314)	3.0
(1024,6964)	10.0
(1024,7346)	3.0
(1025,5310)	3.0
(1025,5696)	3.0
(1026,5474)	9.0
(1026,5694)	3.0
(1027,5302)	3.0
(1027,5477)	6.0
(1027,7435)	6.0
(1028,5295)	6.0
(1028,5296)	10.0
(1028,5585)	3.0
(1028,5588)	18.0
(1028,5604)	16.0
(1028,7343)	3.0
(1029,5579)	3.0
(1030,5284)	3.0
(1030,5286)	3.0
(1030,5287)	6.0
(1030,5573)	3.0
(1030,5607)	6.0
(1031,5282)	3.0
(1031,5485)	24.0
(1031,5570)	3.0
(1031,5867)	10.0
(1032,5276)	9.0
(1032,5515)	3.0
(1032,5689)	9.0
(1033,5487)	6.0
(1034,5267)	3.0
(1035,5675)	3.0
(1036,5261)	12.0
(1036,5490)	3.0
(1036,5507)	3.0
(1036,5612)	3.0
(1037,5255)	3.0
(1037,5256)	9.0
(1038,5504)	3.0
(1038,5677)	9.0
(1038,5857)	3.0
(1039,5494)	3.0
(1039,5524)	6.0
(1039,7048)	3.0
(1040,5682)	3.0
(1040,7326)	3.0
(1042,5235)	3.0
(1042,7324)	18.0
(1043,5232)	3.0
(1044,5849)	18.0
(1044,7067)	3.0
(1045,7070)	9.0
(1045,7074)	6.0
(1045,7224)	3.0
(1045,7227)	6.0
(1046,5547)	6.0
(1047,6595)	10.0
(1048,5545)	3.0
(1048,5845)	3.0
(1048,7210)	3.0
(1050,5542)	3.0
(1050,5842)	3.0
(1051,5532)	12.0
(1051,5541)	6.0
(1051,7315)	3.0
(1052,5219)	3.0
(1052,5534)	9.0
(1052,5537)	3.0
(1052,5841)	3.0
(1053,5218)	3.0
(1053,7162)	3.0
(1055,6819)	6.0
(1056,5215)	6.0
(1058,5836)	6.0
(1058,6606)	3.0
(1060,5858)	12.0
(1061,5212)	6.0
(1061,5696)	3.0
(1061,7292)	20.0
(1062,7300)	3.0
(1063,5832)	6.0
(1063,7144)	6.0
(1063,7263)	3.0
(1064,5210)	9.0
(1064,5631)	3.0
(1066,6059)	3.0
(1068,5698)	12.0
(1070,5871)	3.0
(1071,5797)	3.0
(1071,5871)	3.0
(1071,7481)	3.0
(1072,5204)	6.0
(1072,5701)	3.0
(1072,5802)	6.0
(1074,4677)	6.0
(1076,7241)	3.0
(1077,4723)	3.0
(1078,7251)	3.0
(1080,5198)	3.0
(1083,5196)	3.0
(1084,7469)	6.0
(1085,5879)	6.0
(1085,7198)	3.0
(1086,5194)	3.0
(1086,7650)	3.0
(1087,7616)	6.0
(1089,5879)	3.0
(1089,7685)	3.0
(1090,5769)	6.0
(1091,5191)	9.0
(1092,5731)	3.0
(1092,7476)	3.0
(1095,4753)	6.0
(1097,4659)	6.0
(1097,5713)	6.0
(1098,5879)	6.0
(1098,6953)	3.0
(1098,7594)	12.0
(1100,5750)	6.0
(1101,7589)	6.0
(1102,7183)	3.0
(1107,7175)	100.0
(1108,7487)	3.0
(1110,7490)	9.0
(1111,5177)	3.0
(1111,6306)	3.0
(1112,6433)	6.0
(1113,7170)	9.0
(1114,6435)	3.0
(1115,7494)	3.0
(1115,7526)	3.0
(1116,5687)	3.0
(1121,4813)	3.0
(1121,6656)	3.0
(1124,4824)	6.0
(1124,6527)	3.0
(1125,6880)	3.0
(1125,7568)	6.0
(1127,6286)	3.0
(1128,5165)	6.0
(1128,5929)	3.0
(1128,7566)	3.0
(1130,5164)	3.0
(1131,4624)	3.0
(1131,5722)	3.0
(1132,6267)	106.0
(1134,4623)	3.0
(1134,6096)	3.0
(1135,6143)	3.0
(1136,6449)	100.0
(1138,5158)	3.0
(1139,7723)	3.0
(1143,5154)	9.0
(1143,5719)	3.0
(1150,7573)	9.0
(1151,5916)	3.0
(1155,7579)	6.0
(1156,5940)	16.0
(1157,6555)	3.0
(1159,7587)	3.0
(1161,5142)	6.0
(1161,7712)	3.0
(1161,7718)	3.0
(1162,6557)	9.0
(1162,7729)	6.0
(1164,7751)	3.0
(1165,5979)	6.0
(1166,5713)	9.0
(1166,7776)	6.0
(1167,7781)	3.0
(1167,7783)	9.0
(1169,5712)	3.0
(1170,5988)	3.0
(1170,7591)	3.0
(1171,5989)	9.0
(1172,7196)	6.0
(1173,7793)	3.0
(1174,5133)	3.0
(1176,5131)	6.0
(1176,5990)	12.0
(1177,5710)	6.0
(1178,4854)	3.0
(1180,7579)	6.0
(1181,7578)	6.0
(1182,7803)	3.0
(1185,5126)	9.0
(1191,5123)	15.0
(1194,7559)	6.0
(1196,7556)	100.0
(1197,5120)	3.0
(1197,5699)	3.0
(1200,5746)	3.0
(1203,7823)	3.0
(1206,6588)	6.0
(1207,7835)	3.0
(1208,5692)	6.0
(1208,7836)	3.0
(1209,7170)	3.0
(1210,5678)	6.0
(1210,7169)	100.0
(1211,5115)	9.0
(1213,6656)	3.0
(1214,5683)	3.0
(1214,7167)	3.0
(1215,5113)	6.0
(1215,6959)	3.0
(1219,5691)	6.0
(1221,5675)	3.0
(1222,5110)	9.0
(1223,5698)	3.0
(1224,5109)	3.0
(1225,7007)	9.0
(1226,8025)	3.0
(1228,4896)	3.0
(1229,7863)	3.0
(1230,7945)	6.0
(1232,5106)	9.0
(1232,5711)	3.0
(1232,7852)	3.0
(1233,5714)	9.0
(1234,5913)	6.0
(1235,7947)	3.0
(1238,5722)	6.0
(1238,6789)	12.0
(1240,5725)	3.0
(1243,4724)	3.0
(1243,5041)	9.0
(1243,5668)	6.0
(1243,5730)	9.0
(1243,7881)	3.0
(1244,4677)	3.0
(1244,4679)	6.0
(1244,4775)	3.0
(1244,5038)	12.0
(1244,5732)	12.0
(1245,4767)	6.0
(1245,5734)	3.0
(1246,4674)	9.0
(1246,4687)	3.0
(1246,5735)	3.0
(1247,4628)	3.0
(1247,4697)	3.0
(1247,5738)	6.0
(1247,7887)	6.0
(1248,5739)	29.0
(1250,5028)	13.0
(1250,5099)	3.0
(1250,5744)	3.0
(1251,5024)	3.0
(1251,5025)	10.0
(1252,5748)	123.0
(1253,4591)	10.0
(1253,5097)	3.0
(1253,5751)	3.0
(1253,5906)	6.0
(1253,7894)	3.0
(1254,5096)	3.0
(1254,5754)	3.0
(1255,4583)	6.0
(1255,5757)	6.0
(1256,5001)	3.0
(1256,5008)	3.0
(1256,5096)	23.0
(1256,5888)	10.0
(1256,7898)	3.0
(1257,4611)	3.0
(1257,4612)	3.0
(1257,4923)	6.0
(1257,5764)	3.0
(1258,4918)	3.0
(1258,4940)	3.0
(1258,4945)	6.0
(1258,5771)	3.0
(1259,4915)	3.0
(1259,4949)	3.0
(1259,4957)	12.0
(1259,4982)	3.0
(1259,5774)	9.0
(1260,4976)	3.0
(1260,4979)	3.0
(1260,5776)	12.0
(1261,5779)	3.0
(1262,4903)	3.0
(1262,4968)	3.0
(1262,6699)	3.0
(1263,5786)	3.0
(1264,5791)	9.0
(1265,5798)	3.0
(1266,4639)	3.0
(1266,4891)	3.0
(1266,5799)	100.0
(1267,5802)	3.0
(1267,5805)	3.0
(1270,7514)	3.0
(1271,5727)	3.0
(1271,7063)	9.0
(1272,5822)	3.0
(1272,7514)	3.0
(1273,5827)	3.0
(1274,5736)	3.0
(1274,5828)	3.0
(1274,5829)	6.0
(1274,5830)	3.0
(1274,7065)	3.0
(1275,5832)	6.0
(1275,7924)	9.0
(1276,6749)	10.0
(1278,5843)	3.0
(1279,5844)	3.0
(1280,5669)	15.0
(1281,7509)	9.0
(1282,5849)	21.0
(1282,6623)	12.0
(1283,5669)	3.0
(1283,5852)	6.0
(1284,5751)	9.0
(1286,5754)	3.0
(1287,5857)	6.0
(1290,7945)	3.0
(1291,5862)	6.0
(1292,7079)	3.0
(1293,5100)	9.0
(1295,5867)	3.0
(1295,7955)	3.0
(1297,5100)	3.0
(1298,5073)	3.0
(1300,5874)	3.0
(1304,4663)	3.0
(1307,5819)	3.0
(1311,5889)	6.0
(1312,5891)	10.0
(1313,6500)	3.0
(1314,7612)	3.0
(1315,4668)	3.0
(1317,7969)	6.0
(1319,5845)	3.0
(1319,5908)	6.0
(1319,6041)	3.0
(1320,7451)	100.0
(1323,5916)	10.0
(1323,7479)	3.0
(1324,7478)	10.0
(1325,5919)	6.0
(1327,5663)	12.0
(1328,8092)	12.0
(1329,8039)	3.0
(1332,7403)	6.0
(1332,7406)	3.0
(1333,5925)	3.0
(1334,6639)	3.0
(1335,8045)	3.0
(1336,5926)	12.0
(1337,6638)	3.0
(1337,7963)	3.0
(1337,8099)	6.0
(1339,5059)	30.0
(1339,6113)	6.0
(1341,5058)	6.0
(1341,5660)	3.0
(1343,5929)	6.0
(1344,5098)	3.0
(1344,5104)	100.0
(1344,6637)	6.0
(1345,4693)	100.0
(1346,5930)	12.0
(1346,5931)	9.0
(1349,5932)	40.0
(1351,5656)	3.0
(1352,6473)	3.0
(1352,8112)	9.0
(1352,8113)	3.0
(1353,5095)	10.0
(1353,7967)	3.0
(1354,5655)	3.0
(1354,6636)	3.0
(1355,5094)	3.0
(1358,5052)	6.0
(1358,6642)	3.0
(1359,8159)	9.0
(1360,5651)	3.0
(1362,8183)	9.0
(1364,5948)	100.0
(1366,5950)	9.0
(1368,5953)	3.0
(1368,6263)	3.0
(1368,8069)	9.0
(1371,5958)	13.0
(1373,5961)	3.0
(1373,7976)	3.0
(1374,5642)	3.0
(1374,8208)	3.0
(1375,6054)	3.0
(1375,6263)	3.0
(1379,5968)	3.0
(1380,5971)	18.0
(1387,5979)	6.0
(1388,7263)	3.0
(1389,8097)	206.0
(1392,8261)	110.0
(1393,5984)	10.0
(1394,7991)	6.0
(1394,8102)	3.0
(1395,5033)	9.0
(1399,5988)	3.0
(1399,8259)	3.0
(1402,5990)	3.0
(1402,6616)	3.0
(1403,5252)	3.0
(1403,5262)	6.0
(1404,5028)	3.0
(1404,5250)	3.0
(1405,5267)	9.0
(1405,5992)	3.0
(1406,5618)	3.0
(1406,7010)	3.0
(1407,5994)	15.0
(1410,5025)	100.0
(1410,5996)	6.0
(1411,5066)	3.0
(1411,5239)	9.0
(1412,5614)	6.0
(1413,5023)	3.0
(1414,7226)	13.0
(1415,5063)	3.0
(1417,5610)	3.0
(1418,6262)	16.0
(1420,6262)	3.0
(1421,6008)	9.0
(1422,5058)	10.0
(1422,5210)	3.0
(1422,6009)	9.0
(1422,8124)	6.0
(1423,5205)	12.0
(1423,5214)	3.0
(1424,5016)	3.0
(1424,5089)	103.0
(1425,5082)	19.0
(1425,5088)	12.0
(1425,5093)	3.0
(1426,5143)	3.0
(1426,6310)	6.0
(1427,5015)	3.0
(1427,5055)	3.0
(1427,5101)	9.0
(1429,6605)	19.0
(1430,5053)	6.0
(1430,5069)	3.0
(1431,5050)	3.0
(1434,5012)	6.0
(1434,6028)	3.0
(1434,6030)	3.0
(1435,5597)	3.0
(1435,8028)	6.0
(1436,5038)	3.0
(1437,5054)	3.0
(1437,8239)	3.0
(1440,7524)	3.0
(1445,5019)	3.0
(1445,5172)	3.0
(1446,5016)	27.0
(1447,5007)	115.0
(1448,5013)	3.0
(1449,8394)	6.0
(1450,6588)	9.0
(1450,6592)	3.0
(1451,5169)	3.0
(1451,6583)	3.0
(1453,8241)	9.0
(1454,4776)	6.0
(1456,5165)	9.0
(1457,8240)	3.0
(1459,5163)	6.0
(1460,8172)	10.0
(1460,8240)	3.0
(1463,4966)	3.0
(1463,5003)	3.0
(1463,5155)	6.0
(1464,5575)	3.0
(1464,6037)	3.0
(1467,6042)	9.0
(1467,8182)	3.0
(1468,5141)	10.0
(1468,5149)	3.0
(1469,6225)	3.0
(1471,4924)	3.0
(1472,6565)	3.0
(1474,5154)	3.0
(1476,5155)	3.0
(1477,5155)	3.0
(1477,8233)	3.0
(1479,6554)	109.0
(1480,4908)	3.0
(1480,5563)	19.0
(1481,4907)	3.0
(1483,4661)	3.0
(1483,5129)	6.0
(1484,4756)	3.0
(1484,4901)	3.0
(1487,4896)	6.0
(1487,5124)	3.0
(1487,5125)	3.0
(1487,6058)	6.0
(1488,4894)	3.0
(1489,4730)	12.0
(1489,4893)	6.0
