1024 x 1024 sparse matrix, nnz = 6148
(62,342)	19.0
(62,343)	27.0
(62,361)	6.0
(62,368)	3.0
(62,370)	9.0
(62,373)	15.0
(62,374)	3.0
(62,441)	3.0
(62,443)	6.0
(62,452)	3.0
(62,467)	6.0
(63,330)	39.0
(63,337)	15.0
(63,338)	6.0
(63,342)	134.0
(63,359)	3.0
(63,367)	100.0
(63,368)	9.0
(63,371)	3.0
(63,380)	6.0
(63,399)	3.0
(63,406)	6.0
(63,435)	12.0
(63,436)	3.0
(63,452)	3.0
(64,330)	45.0
(64,331)	15.0
(64,333)	9.0
(64,334)	9.0
(64,335)	18.0
(64,336)	12.0
(64,337)	21.0
(64,339)	13.0
(64,340)	18.0
(64,341)	3.0
(64,342)	33.0
(64,354)	21.0
(64,355)	3.0
(64,358)	6.0
(64,368)	36.0
(64,436)	10.0
(64,437)	3.0
(64,438)	6.0
(64,444)	3.0
(64,447)	6.0
(64,460)	39.0
(65,329)	24.0
(65,330)	12.0
(65,331)	31.0
(65,332)	6.0
(65,343)	45.0
(65,344)	9.0
(65,345)	6.0
(65,346)	6.0
(65,349)	9.0
(65,350)	21.0
(65,351)	25.0
(65,355)	12.0
(65,356)	18.0
(65,367)	13.0
(65,441)	3.0
(65,458)	3.0
(65,459)	3.0
(65,465)	6.0
(66,326)	6.0
(66,327)	9.0
(66,328)	3.0
(66,346)	21.0
(66,347)	21.0
(66,366)	27.0
(66,413)	10.0
(66,427)	6.0
(66,442)	12.0
(66,443)	6.0
(66,448)	3.0
(66,451)	3.0
(66,452)	9.0
(66,458)	21.0
(67,326)	21.0
(67,352)	3.0
(67,356)	3.0
(67,357)	15.0
(67,363)	9.0
(67,365)	12.0
(67,367)	18.0
(67,379)	3.0
(67,413)	3.0
(67,447)	6.0
(67,454)	3.0
(67,456)	20.0
(67,457)	3.0
(67,468)	3.0
(68,293)	6.0
(68,296)	3.0
(68,325)	9.0
(68,368)	6.0
(68,450)	3.0
(68,453)	3.0
(68,454)	3.0
(68,467)	6.0
(68,476)	6.0
(68,479)	3.0
(69,292)	6.0
(69,298)	6.0
(69,325)	9.0
(69,358)	6.0
(69,359)	3.0
(69,360)	6.0
(69,361)	6.0
(69,368)	9.0
(69,435)	3.0
(69,449)	3.0
(69,468)	3.0
(69,475)	18.0
(69,481)	3.0
(70,324)	3.0
(70,356)	3.0
(70,395)	3.0
(70,403)	9.0
(70,449)	109.0
(70,468)	3.0
(70,469)	12.0
(70,471)	3.0
(71,289)	6.0
(71,301)	3.0
(71,302)	6.0
(71,323)	9.0
(71,358)	3.0
(71,371)	3.0
(71,381)	3.0
(71,384)	3.0
(71,392)	106.0
(71,393)	3.0
(71,404)	100.0
(71,408)	3.0
(71,416)	3.0
(71,430)	3.0
(71,473)	9.0
(72,323)	12.0
(72,358)	3.0
(72,370)	3.0
(72,474)	9.0
(72,483)	3.0
(73,322)	6.0
(73,358)	9.0
(73,372)	16.0
(73,374)	6.0
(73,410)	12.0
(73,474)	6.0
(73,475)	3.0
(73,482)	3.0
(73,483)	3.0
(73,484)	6.0
(73,485)	3.0
(73,486)	6.0
(73,487)	12.0
(74,304)	3.0
(74,321)	9.0
(74,357)	9.0
(74,375)	24.0
(74,450)	6.0
(74,474)	12.0
(74,475)	3.0
(74,488)	6.0
(75,320)	3.0
(75,321)	24.0
(75,357)	3.0
(75,360)	3.0
(75,473)	106.0
(76,320)	15.0
(76,355)	6.0
(76,356)	9.0
(76,412)	6.0
(76,416)	3.0
(76,435)	3.0
(76,448)	3.0
(76,449)	103.0
(76,489)	3.0
(76,490)	6.0
(77,306)	3.0
(77,320)	21.0
(77,355)	3.0
(77,356)	6.0
(77,357)	6.0
(77,438)	9.0
(77,491)	3.0
(77,492)	3.0
(77,497)	6.0
(77,502)	3.0
(78,290)	3.0
(78,293)	21.0
(78,294)	3.0
(78,296)	3.0
(78,298)	6.0
(78,299)	3.0
(78,315)	12.0
(78,316)	9.0
(78,355)	6.0
(78,358)	18.0
(78,359)	62.0
(78,370)	6.0
(78,425)	12.0
(78,493)	9.0
(78,497)	3.0
(79,287)	16.0
(79,289)	6.0
(79,307)	3.0
(79,308)	12.0
(79,309)	3.0
(79,310)	21.0
(79,311)	6.0
(79,312)	6.0
(79,313)	6.0
(79,314)	3.0
(79,315)	23.0
(79,319)	32.0
(79,359)	3.0
(79,360)	135.0
(79,361)	27.0
(79,362)	15.0
(79,368)	10.0
(79,370)	6.0
(79,419)	3.0
(79,494)	3.0
(80,290)	3.0
(80,306)	3.0
(80,355)	15.0
(80,358)	3.0
(80,359)	3.0
(80,363)	109.0
(80,364)	3.0
(80,365)	21.0
(80,366)	6.0
(80,422)	10.0
(80,442)	12.0
(80,470)	6.0
(80,496)	9.0
(81,319)	9.0
(81,355)	3.0
(81,360)	12.0
(81,366)	27.0
(81,367)	15.0
(81,414)	12.0
(81,443)	3.0
(81,470)	9.0
(81,497)	3.0
(81,498)	3.0
(82,292)	3.0
(82,318)	3.0
(82,319)	3.0
(82,364)	3.0
(82,368)	3.0
(82,369)	16.0
(83,292)	3.0
(83,354)	12.0
(83,366)	3.0
(83,370)	22.0
(83,378)	3.0
(83,407)	3.0
(83,466)	100.0
(83,468)	13.0
(83,476)	3.0
(83,499)	6.0
(83,506)	12.0
(84,317)	36.0
(84,319)	103.0
(84,354)	3.0
(84,371)	21.0
(84,383)	6.0
(84,415)	12.0
(84,463)	9.0
(84,498)	3.0
(84,503)	6.0
(84,507)	6.0
(85,294)	100.0
(85,316)	6.0
(85,319)	13.0
(85,354)	9.0
(85,371)	61.0
(85,405)	3.0
(85,415)	3.0
(85,416)	3.0
(85,498)	3.0
(85,507)	9.0
(85,508)	3.0
(85,510)	9.0
(86,353)	3.0
(86,372)	109.0
(86,373)	19.0
(86,379)	3.0
(86,392)	6.0
(86,499)	3.0
(86,505)	9.0
(86,512)	9.0
(86,513)	3.0
(87,373)	3.0
(87,374)	24.0
(87,454)	3.0
(87,507)	206.0
(87,517)	110.0
(88,315)	12.0
(88,329)	12.0
(88,330)	9.0
(88,352)	3.0
(88,374)	10.0
(88,375)	24.0
(88,414)	3.0
(88,439)	3.0
(88,500)	6.0
(88,507)	3.0
(88,517)	3.0
(89,314)	6.0
(89,315)	100.0
(89,317)	16.0
(89,319)	103.0
(89,326)	18.0
(89,328)	9.0
(89,351)	9.0
(89,375)	6.0
(89,376)	18.0
(89,392)	19.0
(89,452)	13.0
(89,508)	6.0
(90,314)	9.0
(90,315)	3.0
(90,316)	15.0
(90,317)	3.0
(90,318)	31.0
(90,319)	12.0
(90,322)	3.0
(90,350)	3.0
(90,377)	6.0
(90,395)	6.0
(90,413)	19.0
(90,471)	3.0
(90,502)	6.0
(90,515)	3.0
(91,299)	6.0
(91,313)	115.0
(91,314)	33.0
(91,323)	9.0
(91,324)	6.0
(91,412)	15.0
(91,516)	9.0
(91,525)	6.0
(92,308)	3.0
(92,311)	3.0
(92,313)	3.0
(92,322)	13.0
(92,323)	12.0
(92,349)	3.0
(92,378)	12.0
(92,390)	3.0
(92,411)	3.0
(92,511)	10.0
(92,512)	3.0
(92,515)	6.0
(93,292)	3.0
(93,298)	3.0
(93,306)	9.0
(93,307)	9.0
(93,321)	12.0
(93,323)	9.0
(93,348)	19.0
(93,379)	6.0
(93,410)	109.0
(93,515)	3.0
(94,296)	12.0
(94,303)	12.0
(94,304)	3.0
(94,305)	3.0
(94,306)	9.0
(94,319)	6.0
(94,323)	3.0
(94,396)	6.0
(94,409)	16.0
(94,460)	3.0
(94,528)	3.0
(95,304)	3.0
(95,316)	3.0
(95,317)	9.0
(95,324)	3.0
(95,381)	12.0
(95,389)	3.0
(95,409)	6.0
(96,302)	3.0
(96,303)	6.0
(96,325)	3.0
(96,382)	19.0
(96,409)	6.0
(96,447)	3.0
(96,529)	3.0
(97,290)	6.0
(97,313)	3.0
(97,326)	3.0
(97,345)	6.0
(97,383)	6.0
(97,384)	3.0
(97,388)	3.0
(97,409)	9.0
(97,446)	3.0
(97,513)	15.0
(98,313)	6.0
(98,326)	9.0
(98,344)	3.0
(98,345)	6.0
(98,384)	16.0
(98,385)	6.0
(98,400)	9.0
(98,408)	3.0
(98,409)	6.0
(98,445)	3.0
(98,463)	6.0
(98,502)	3.0
(98,530)	6.0
(98,547)	3.0
(99,385)	6.0
(99,386)	21.0
(99,411)	12.0
(99,433)	3.0
(99,445)	3.0
(99,502)	3.0
(99,517)	3.0
(99,518)	10.0
(99,519)	3.0
(99,531)	6.0
(100,302)	3.0
(100,343)	3.0
(100,344)	15.0
(100,386)	3.0
(100,387)	6.0
(100,388)	6.0
(100,408)	25.0
(100,410)	3.0
(100,423)	3.0
(100,424)	3.0
(100,425)	130.0
(100,427)	3.0
(100,428)	19.0
(100,429)	3.0
(100,431)	42.0
(100,441)	3.0
(100,466)	3.0
(100,503)	3.0
(100,512)	13.0
(100,531)	6.0
(101,3)	3.0
(101,303)	3.0
(101,343)	3.0
(101,389)	15.0
(101,407)	12.0
(101,413)	9.0
(101,414)	3.0
(101,415)	6.0
(101,421)	12.0
(101,443)	3.0
(101,444)	6.0
(101,466)	3.0
(101,511)	10.0
(101,521)	3.0
(101,532)	3.0
(101,546)	3.0
(102,302)	3.0
(102,303)	3.0
(102,389)	12.0
(102,390)	18.0
(102,400)	110.0
(102,442)	3.0
(102,493)	6.0
(102,510)	6.0
(102,511)	9.0
(102,522)	12.0
(102,532)	9.0
(103,301)	3.0
(103,307)	3.0
(103,343)	3.0
(103,392)	25.0
(103,442)	3.0
(103,484)	6.0
(103,485)	3.0
(103,509)	18.0
(103,523)	3.0
(103,546)	36.0
(104,301)	3.0
(104,308)	100.0
(104,314)	3.0
(104,327)	3.0
(104,343)	3.0
(104,392)	9.0
(104,401)	3.0
(104,402)	3.0
(104,403)	9.0
(104,481)	6.0
(104,482)	3.0
(104,486)	3.0
(104,487)	9.0
(104,488)	100.0
(104,497)	6.0
(104,498)	6.0
(104,500)	23.0
(104,546)	3.0
(104,547)	9.0
(105,309)	10.0
(105,314)	6.0
(105,326)	9.0
(105,342)	3.0
(105,395)	10.0
(105,403)	3.0
(105,467)	12.0
(105,469)	3.0
(105,504)	100.0
(105,505)	3.0
(105,534)	16.0
(105,546)	13.0
(106,342)	3.0
(106,397)	16.0
(106,398)	3.0
(106,399)	9.0
(106,400)	3.0
(106,401)	6.0
(106,403)	12.0
(106,440)	3.0
(106,472)	3.0
(106,481)	6.0
(106,502)	3.0
(106,503)	6.0
(106,504)	6.0
(107,302)	3.0
(107,309)	10.0
(107,314)	3.0
(107,323)	3.0
(107,342)	6.0
(107,403)	12.0
(107,404)	20.0
(107,439)	6.0
(107,463)	3.0
(107,466)	3.0
(107,473)	16.0
(107,479)	18.0
(107,482)	13.0
(107,483)	9.0
(107,507)	3.0
(107,534)	3.0
(107,535)	9.0
(107,547)	6.0
(108,302)	100.0
(108,310)	3.0
(108,314)	110.0
(108,337)	3.0
(108,338)	3.0
(108,341)	3.0
(108,404)	6.0
(108,438)	6.0
(108,439)	106.0
(108,442)	22.0
(108,444)	3.0
(108,445)	3.0
(108,484)	15.0
(108,485)	3.0
(108,507)	6.0
(108,529)	3.0
(108,530)	3.0
(109,303)	106.0
(109,310)	13.0
(109,314)	6.0
(109,336)	9.0
(109,386)	10.0
(109,404)	13.0
(109,436)	9.0
(109,449)	6.0
(109,462)	3.0
(109,487)	6.0
(110,298)	3.0
(110,303)	3.0
(110,319)	20.0
(110,320)	12.0
(110,335)	3.0
(110,336)	12.0
(110,386)	12.0
(110,404)	213.0
(110,407)	6.0
(110,455)	3.0
(110,456)	6.0
(110,490)	32.0
(110,532)	3.0
(110,538)	110.0
(111,311)	3.0
(111,314)	6.0
(111,319)	100.0
(111,339)	3.0
(111,404)	3.0
(111,409)	6.0
(111,411)	3.0
(111,452)	3.0
(111,454)	3.0
(111,461)	19.0
(111,491)	16.0
(112,296)	3.0
(112,297)	6.0
(112,303)	10.0
(112,311)	6.0
(112,318)	15.0
(112,333)	3.0
(112,404)	3.0
(112,411)	18.0
(112,412)	6.0
(112,418)	9.0
(112,419)	16.0
(112,432)	3.0
(112,460)	6.0
(112,494)	109.0
(112,495)	126.0
(112,508)	3.0
(112,510)	3.0
(112,534)	6.0
(112,541)	3.0
(113,6)	3.0
(113,8)	3.0
(113,298)	3.0
(113,303)	38.0
(113,315)	3.0
(113,317)	3.0
(113,332)	13.0
(113,341)	3.0
(113,405)	6.0
(113,406)	3.0
(113,412)	29.0
(113,413)	21.0
(113,415)	27.0
(113,416)	6.0
(113,419)	12.0
(113,420)	6.0
(113,463)	3.0
(113,496)	6.0
(113,535)	3.0
(114,303)	6.0
(114,311)	3.0
(114,315)	3.0
(114,316)	6.0
(114,330)	3.0
(114,331)	3.0
(114,339)	3.0
(114,400)	3.0
(114,420)	3.0
(114,432)	9.0
(114,458)	3.0
(114,535)	9.0
(114,537)	3.0
(115,300)	3.0
(115,304)	3.0
(115,311)	6.0
(115,315)	3.0
(115,316)	12.0
(115,329)	9.0
(115,333)	3.0
(115,406)	6.0
(115,420)	6.0
(115,421)	15.0
(115,431)	6.0
(115,460)	6.0
(115,535)	12.0
(115,538)	18.0
(116,300)	3.0
(116,315)	9.0
(116,328)	6.0
(116,349)	9.0
(116,407)	6.0
(116,421)	9.0
(116,429)	3.0
(116,430)	12.0
(116,459)	3.0
(116,502)	15.0
(116,534)	26.0
(116,539)	10.0
(117,304)	20.0
(117,311)	3.0
(117,315)	3.0
(117,319)	3.0
(117,320)	3.0
(117,333)	3.0
(117,339)	3.0
(117,408)	3.0
(117,427)	3.0
(117,428)	6.0
(117,467)	9.0
(117,502)	27.0
(117,503)	3.0
(117,571)	9.0
(118,312)	12.0
(118,313)	3.0
(118,315)	6.0
(118,338)	3.0
(118,408)	9.0
(118,422)	15.0
(118,455)	6.0
(118,503)	6.0
(118,541)	3.0
(118,570)	3.0
(119,313)	6.0
(119,336)	3.0
(119,341)	6.0
(119,408)	3.0
(119,425)	3.0
(119,426)	3.0
(119,513)	3.0
(119,514)	3.0
(119,534)	9.0
(119,570)	12.0
(120,313)	9.0
(120,315)	3.0
(120,316)	109.0
(120,332)	3.0
(120,334)	12.0
(120,383)	12.0
(120,409)	3.0
(120,424)	9.0
(120,457)	9.0
(120,468)	9.0
(120,506)	12.0
(120,578)	3.0
(121,310)	3.0
(121,312)	3.0
(121,313)	6.0
(121,314)	6.0
(121,315)	15.0
(121,328)	6.0
(121,332)	3.0
(121,352)	12.0
(121,409)	3.0
(121,423)	3.0
(121,469)	10.0
(121,508)	3.0
(121,515)	3.0
(121,534)	6.0
(121,569)	6.0
(122,15)	9.0
(122,308)	3.0
(122,309)	9.0
(122,310)	3.0
(122,311)	6.0
(122,314)	3.0
(122,327)	9.0
(122,340)	6.0
(122,353)	3.0
(122,409)	16.0
(122,410)	20.0
(122,422)	6.0
(122,426)	9.0
(122,470)	3.0
(122,535)	6.0
(122,577)	9.0
(123,15)	6.0
(123,314)	21.0
(123,354)	19.0
(123,355)	3.0
(123,358)	10.0
(123,363)	6.0
(123,369)	6.0
(123,371)	106.0
(123,373)	3.0
(123,379)	13.0
(123,380)	110.0
(123,381)	9.0
(123,383)	6.0
(123,410)	3.0
(123,422)	3.0
(123,428)	6.0
(123,454)	3.0
(123,511)	6.0
(124,191)	3.0
(124,291)	19.0
(124,305)	12.0
(124,314)	3.0
(124,332)	3.0
(124,384)	3.0
(124,410)	3.0
(124,421)	3.0
(124,426)	20.0
(124,428)	6.0
(124,454)	3.0
(124,512)	116.0
(124,513)	6.0
(124,517)	3.0
(124,518)	6.0
(125,189)	3.0
(125,340)	100.0
(125,381)	3.0
(125,384)	3.0
(125,385)	3.0
(125,411)	12.0
(125,428)	12.0
(125,962)	3.0
(125,964)	6.0
(126,311)	9.0
(126,312)	100.0
(126,313)	3.0
(126,314)	3.0
(126,317)	3.0
(126,319)	12.0
(126,322)	3.0
(126,385)	6.0
(126,411)	3.0
(126,419)	322.0
(126,426)	9.0
(126,429)	9.0
(126,471)	3.0
(126,519)	3.0
(126,558)	6.0
(126,576)	3.0
(126,944)	9.0
(126,945)	3.0
(126,949)	3.0
(127,332)	6.0
(127,385)	3.0
(127,426)	3.0
(127,430)	6.0
(127,453)	3.0
(127,516)	3.0
(127,521)	10.0
(127,522)	6.0
(127,523)	6.0
(127,524)	3.0
(127,555)	3.0
(127,557)	10.0
(127,943)	3.0
(127,965)	6.0
(127,967)	406.0
(128,191)	13.0
(128,314)	100.0
(128,380)	3.0
(128,385)	10.0
(128,414)	6.0
(128,430)	3.0
(128,453)	3.0
(128,473)	30.0
(128,517)	3.0
(128,518)	3.0
(128,524)	6.0
(128,556)	3.0
(128,557)	6.0
(128,619)	3.0
(128,620)	6.0
(128,957)	6.0
(128,958)	12.0
(128,968)	15.0
(129,13)	9.0
(129,305)	6.0
(129,380)	100.0
(129,391)	6.0
(129,416)	9.0
(129,475)	6.0
(129,523)	3.0
(129,556)	6.0
(129,969)	13.0
(130,191)	9.0
(130,305)	109.0
(130,315)	3.0
(130,331)	3.0
(130,379)	3.0
(130,457)	15.0
(130,497)	3.0
(130,498)	3.0
(130,521)	3.0
(130,529)	3.0
(130,530)	3.0
(130,531)	3.0
(130,532)	6.0
(130,533)	9.0
(130,534)	3.0
(130,535)	3.0
(130,543)	6.0
(130,970)	100.0
(131,186)	20.0
(131,191)	3.0
(131,298)	3.0
(131,386)	3.0
(131,500)	3.0
(131,538)	3.0
(131,553)	3.0
(131,561)	9.0
(131,562)	31.0
(131,563)	3.0
(131,564)	6.0
(131,571)	6.0
(131,572)	3.0
(131,573)	6.0
(132,386)	6.0
(132,419)	3.0
(132,433)	9.0
(132,453)	3.0
(132,478)	3.0
(132,506)	100.0
(132,507)	3.0
(132,538)	6.0
(132,540)	12.0
(132,543)	3.0
(132,556)	13.0
(132,557)	6.0
(132,565)	6.0
(132,567)	106.0
(132,574)	3.0
(132,576)	3.0
(132,636)	9.0
(132,957)	6.0
(132,972)	3.0
(133,285)	3.0
(133,296)	3.0
(133,306)	6.0
(133,339)	6.0
(133,387)	27.0
(133,427)	6.0
(133,434)	3.0
(133,452)	9.0
(133,457)	9.0
(133,511)	3.0
(133,541)	3.0
(133,542)	19.0
(133,543)	3.0
(133,555)	3.0
(133,576)	3.0
(133,577)	3.0
(133,603)	3.0
(133,634)	15.0
(133,635)	6.0
(134,15)	3.0
(134,192)	10.0
(134,306)	6.0
(134,315)	3.0
(134,339)	3.0
(134,389)	3.0
(134,435)	6.0
(134,452)	6.0
(134,512)	6.0
(134,517)	6.0
(134,543)	3.0
(134,544)	21.0
(134,554)	30.0
(134,555)	6.0
(134,627)	3.0
(134,638)	9.0
(134,957)	6.0
(134,969)	6.0
(134,972)	3.0
(135,314)	18.0
(135,339)	12.0
(135,389)	3.0
(135,390)	10.0
(135,513)	16.0
(135,517)	3.0
(135,528)	3.0
(135,544)	6.0
(135,545)	32.0
(135,546)	9.0
(135,547)	9.0
(135,579)	6.0
(136,391)	18.0
(136,392)	6.0
(136,422)	3.0
(136,423)	3.0
(136,452)	3.0
(136,516)	3.0
(136,547)	9.0
(136,548)	30.0
(136,549)	3.0
(136,550)	3.0
(136,602)	12.0
(136,627)	3.0
(136,638)	9.0
(136,957)	3.0
(137,17)	3.0
(137,295)	3.0
(137,373)	3.0
(137,393)	47.0
(137,394)	19.0
(137,396)	6.0
(137,423)	3.0
(137,451)	6.0
(137,514)	3.0
(137,515)	3.0
(137,528)	6.0
(137,549)	3.0
(137,606)	3.0
(137,956)	3.0
(137,969)	3.0
(138,17)	3.0
(138,278)	3.0
(138,394)	6.0
(138,398)	6.0
(138,424)	6.0
(138,425)	62.0
(138,437)	3.0
(138,450)	3.0
(138,457)	3.0
(138,576)	9.0
(138,583)	6.0
(138,597)	6.0
(138,599)	3.0
(138,958)	6.0
