geometry,time,area_ardida,f
POINT(-10.4925201825571 36.9099762187613),2001-01-01 00:00:00,0.02,1
POINT(-9.50207645026561 38.5607157725804),2001-01-01 00:00:00,18.2731,69
POINT(-9.50207645026561 38.7257897279623),2001-01-01 00:00:00,87.9443,217
POINT(-9.50207645026561 38.8908636833443),2001-01-01 00:00:00,170.3171,166
POINT(-9.50207645026561 39.0559376387262),2001-01-01 00:00:00,5.755,34
POINT(-9.50207645026561 39.2210115941081),2001-01-01 00:00:00,2.018,9
POINT(-9.33700249488371 38.3956418171985),2001-01-01 00:00:00,2.425,4
POINT(-9.33700249488371 38.5607157725804),2001-01-01 00:00:00,16.8969,109
POINT(-9.33700249488371 38.7257897279623),2001-01-01 00:00:00,271.8199,351
POINT(-9.33700249488371 38.8908636833443),2001-01-01 00:00:00,414.4710,274
POINT(-9.33700249488371 39.0559376387262),2001-01-01 00:00:00,88.266,201
POINT(-9.33700249488371 39.2210115941081),2001-01-01 00:00:00,254.7579,171
POINT(-9.33700249488371 39.38608554949),2001-01-01 00:00:00,27.803,38
POINT(-9.17192853950178 38.3956418171985),2001-01-01 00:00:00,21.3385,48
POINT(-9.17192853950178 38.5607157725804),2001-01-01 00:00:00,52.0888,163
POINT(-9.17192853950178 38.7257897279623),2001-01-01 00:00:00,119.4121,397
POINT(-9.17192853950178 38.8908636833443),2001-01-01 00:00:00,126.5579,315
POINT(-9.17192853950178 39.0559376387262),2001-01-01 00:00:00,90.942,165
POINT(-9.17192853950178 39.2210115941081),2001-01-01 00:00:00,16.0265,53
POINT(-9.17192853950178 39.38608554949),2001-01-01 00:00:00,110.9383,156
POINT(-9.17192853950178 39.5511595048719),2001-01-01 00:00:00,1.500,19
POINT(-9.00685458411988 36.9099762187613),2001-01-01 00:00:00,0.035,1
POINT(-9.00685458411988 37.0750501741432),2001-01-01 00:00:00,0.5,1
POINT(-9.00685458411988 37.2401241295251),2001-01-01 00:00:00,0.005,1
POINT(-9.00685458411988 37.9004199510528),2001-01-01 00:00:00,0.0351,3
POINT(-9.00685458411988 38.3956418171985),2001-01-01 00:00:00,15.5910,50
POINT(-9.00685458411988 38.5607157725804),2001-01-01 00:00:00,35.7804,162
POINT(-9.00685458411988 38.7257897279623),2001-01-01 00:00:00,10.1973,13
POINT(-9.00685458411988 38.8908636833443),2001-01-01 00:00:00,9.3331,48
POINT(-9.00685458411988 39.0559376387262),2001-01-01 00:00:00,62.9625,71
POINT(-9.00685458411988 39.2210115941081),2001-01-01 00:00:00,45.9260,57
POINT(-9.00685458411988 39.38608554949),2001-01-01 00:00:00,145.7593,69
POINT(-9.00685458411988 39.5511595048719),2001-01-01 00:00:00,36.4169,52
POINT(-9.00685458411988 39.7162334602538),2001-01-01 00:00:00,1.8392,36
POINT(-9.00685458411988 39.8813074156357),2001-01-01 00:00:00,5.2721,7
POINT(-9.00685458411988 40.0463813710176),2001-01-01 00:00:00,0.1615,16
POINT(-9.00685458411988 40.2114553263995),2001-01-01 00:00:00,0.0401,4
POINT(-9.00685458411988 41.6971209248368),2001-01-01 00:00:00,75.9580001,63
POINT(-8.84178062873798 37.0750501741432),2001-01-01 00:00:00,15.387,5
POINT(-8.84178062873798 37.2401241295251),2001-01-01 00:00:00,8.400,5
POINT(-8.84178062873798 37.405198084907),2001-01-01 00:00:00,41.2504,5
POINT(-8.84178062873798 37.5702720402889),2001-01-01 00:00:00,4.0507,9
POINT(-8.84178062873798 37.7353459956709),2001-01-01 00:00:00,0.0902,6
POINT(-8.84178062873798 37.9004199510528),2001-01-01 00:00:00,31.2138,21
POINT(-8.84178062873798 38.0654939064347),2001-01-01 00:00:00,55.3507,21
POINT(-8.84178062873798 38.2305678618166),2001-01-01 00:00:00,8.5,4
POINT(-8.84178062873798 38.3956418171985),2001-01-01 00:00:00,5.097,10
POINT(-8.84178062873798 38.5607157725804),2001-01-01 00:00:00,99.6914,23
POINT(-8.84178062873798 38.7257897279623),2001-01-01 00:00:00,3.557,5
POINT(-8.84178062873798 38.8908636833443),2001-01-01 00:00:00,154.7043,27
POINT(-8.84178062873798 39.0559376387262),2001-01-01 00:00:00,17.7860,43
POINT(-8.84178062873798 39.2210115941081),2001-01-01 00:00:00,33.3486,36
POINT(-8.84178062873798 39.38608554949),2001-01-01 00:00:00,267.0821,95
POINT(-8.84178062873798 39.5511595048719),2001-01-01 00:00:00,69.7896,30
POINT(-8.84178062873798 39.7162334602538),2001-01-01 00:00:00,26.1294,55
POINT(-8.84178062873798 39.8813074156357),2001-01-01 00:00:00,27.7388,31
POINT(-8.84178062873798 40.0463813710176),2001-01-01 00:00:00,13.1253,46
POINT(-8.84178062873798 40.2114553263995),2001-01-01 00:00:00,3.8381,17
POINT(-8.84178062873798 40.3765292817815),2001-01-01 00:00:00,6.6466,25
POINT(-8.84178062873798 40.5416032371634),2001-01-01 00:00:00,0.207,15
POINT(-8.84178062873798 40.7066771925453),2001-01-01 00:00:00,1.375,26
POINT(-8.84178062873798 41.0368251033091),2001-01-01 00:00:00,0.63,13
POINT(-8.84178062873798 41.201899058691),2001-01-01 00:00:00,41.25,106
POINT(-8.84178062873798 41.3669730140729),2001-01-01 00:00:00,43.97,110
POINT(-8.84178062873798 41.5320469694549),2001-01-01 00:00:00,299.334112,182
POINT(-8.84178062873798 41.6971209248368),2001-01-01 00:00:00,1021.913,212
POINT(-8.84178062873798 41.8621948802187),2001-01-01 00:00:00,711.7282,54
POINT(-8.67670667335605 37.0750501741432),2001-01-01 00:00:00,17.421,8
POINT(-8.67670667335605 37.2401241295251),2001-01-01 00:00:00,1406.751,24
POINT(-8.67670667335605 37.405198084907),2001-01-01 00:00:00,0.0001,1
POINT(-8.67670667335605 37.5702720402889),2001-01-01 00:00:00,6.5002,6
POINT(-8.67670667335605 37.7353459956709),2001-01-01 00:00:00,9,2
POINT(-8.67670667335605 37.9004199510528),2001-01-01 00:00:00,55.0081,8
