geometry,time,area_ardida,f
POINT(-7.8513368964465 41.5320469694549),2001-04-01 00:00:00,44.09,9
POINT(-7.52118898568267 36.9099762187613),2001-04-01 00:00:00,0.01,1
POINT(-7.52118898568267 39.2210115941081),2001-04-01 00:00:00,0.0001,1
POINT(-7.52118898568267 39.5511595048719),2001-04-01 00:00:00,0.05,2
POINT(-7.52118898568267 39.8813074156357),2001-04-01 00:00:00,1.525,3
POINT(-7.52118898568267 40.2114553263995),2001-04-01 00:00:00,8.12,4
POINT(-7.52118898568267 40.5416032371634),2001-04-01 00:00:00,9.5,7
POINT(-7.52118898568267 40.8717511479272),2001-04-01 00:00:00,12.48,13
POINT(-7.52118898568267 41.201899058691),2001-04-01 00:00:00,10.09,28
POINT(-7.52118898568267 41.5320469694549),2001-04-01 00:00:00,6.03,8
POINT(-7.19104107491884 39.8813074156357),2001-04-01 00:00:00,4.52,5
POINT(-7.19104107491884 40.2114553263995),2001-04-01 00:00:00,6.5,6
POINT(-7.19104107491884 40.5416032371634),2001-04-01 00:00:00,2.5,2
POINT(-7.19104107491884 40.8717511479272),2001-04-01 00:00:00,5.2,5
POINT(-7.19104107491884 41.201899058691),2001-04-01 00:00:00,7.1,6
POINT(-7.19104107491884 41.5320469694549),2001-04-01 00:00:00,8.1,8
POINT(-7.19104107491884 41.8621948802187),2001-04-01 00:00:00,1,1
POINT(-6.86089316415502 40.8717511479272),2001-04-01 00:00:00,3.01,4
POINT(-6.86089316415502 41.201899058691),2001-04-01 00:00:00,0.5,1
POINT(-6.86089316415502 41.5320469694549),2001-04-01 00:00:00,2.61,5
POINT(-6.86089316415502 41.8621948802187),2001-04-01 00:00:00,0.01,1
POINT(-6.53074525339119 41.201899058691),2001-04-01 00:00:00,0.5,1
POINT(-6.53074525339119 41.5320469694549),2001-04-01 00:00:00,1,1
POINT(-9.50207645026561 38.5607157725804),2001-05-01 00:00:00,1.525,6
POINT(-9.50207645026561 38.8908636833443),2001-05-01 00:00:00,1.1186,15
POINT(-9.50207645026561 39.2210115941081),2001-05-01 00:00:00,4.515,5
POINT(-9.17192853950178 38.2305678618166),2001-05-01 00:00:00,0.0613,4
POINT(-9.17192853950178 38.5607157725804),2001-05-01 00:00:00,4.3316,20
POINT(-9.17192853950178 38.8908636833443),2001-05-01 00:00:00,4.654,10
POINT(-9.17192853950178 39.2210115941081),2001-05-01 00:00:00,3.065,7
POINT(-9.17192853950178 39.5511595048719),2001-05-01 00:00:00,0.021,2
POINT(-9.17192853950178 41.5320469694549),2001-05-01 00:00:00,2.12,6
POINT(-8.84178062873798 36.9099762187613),2001-05-01 00:00:00,16.0,2
POINT(-8.84178062873798 37.5702720402889),2001-05-01 00:00:00,1.05,2
POINT(-8.84178062873798 37.9004199510528),2001-05-01 00:00:00,2.02,2
POINT(-8.84178062873798 38.2305678618166),2001-05-01 00:00:00,0.01,1
POINT(-8.84178062873798 38.5607157725804),2001-05-01 00:00:00,2.052,4
POINT(-8.84178062873798 38.8908636833443),2001-05-01 00:00:00,0.52,3
POINT(-8.84178062873798 39.2210115941081),2001-05-01 00:00:00,0.24,4
POINT(-8.84178062873798 39.5511595048719),2001-05-01 00:00:00,2.0151,3
POINT(-8.84178062873798 39.8813074156357),2001-05-01 00:00:00,0.12,2
POINT(-8.84178062873798 40.2114553263995),2001-05-01 00:00:00,0.0001,1
POINT(-8.84178062873798 40.5416032371634),2001-05-01 00:00:00,0.9802,11
POINT(-8.84178062873798 40.8717511479272),2001-05-01 00:00:00,13.55,48
POINT(-8.84178062873798 41.201899058691),2001-05-01 00:00:00,32.64,34
POINT(-8.84178062873798 41.5320469694549),2001-05-01 00:00:00,33.63,41
POINT(-8.84178062873798 41.8621948802187),2001-05-01 00:00:00,34.84,19
POINT(-8.51163271797415 36.9099762187613),2001-05-01 00:00:00,0.505,2
POINT(-8.51163271797415 37.2401241295251),2001-05-01 00:00:00,0.5601,4
POINT(-8.51163271797415 37.5702720402889),2001-05-01 00:00:00,1.0001,3
POINT(-8.51163271797415 38.5607157725804),2001-05-01 00:00:00,1.0001,2
POINT(-8.51163271797415 38.8908636833443),2001-05-01 00:00:00,0.003,1
POINT(-8.51163271797415 39.2210115941081),2001-05-01 00:00:00,11.575,18
POINT(-8.51163271797415 39.5511595048719),2001-05-01 00:00:00,6.156,6
POINT(-8.51163271797415 39.8813074156357),2001-05-01 00:00:00,1.406,6
POINT(-8.51163271797415 40.2114553263995),2001-05-01 00:00:00,0.253,8
POINT(-8.51163271797415 40.5416032371634),2001-05-01 00:00:00,31.139,32
POINT(-8.51163271797415 40.8717511479272),2001-05-01 00:00:00,8.52,43
POINT(-8.51163271797415 41.201899058691),2001-05-01 00:00:00,53.00,118
POINT(-8.51163271797415 41.5320469694549),2001-05-01 00:00:00,14.46,22
POINT(-8.51163271797415 41.8621948802187),2001-05-01 00:00:00,3.55,10
POINT(-8.18148480721032 38.5607157725804),2001-05-01 00:00:00,0.0002,2
POINT(-8.18148480721032 38.8908636833443),2001-05-01 00:00:00,2,1
POINT(-8.18148480721032 39.2210115941081),2001-05-01 00:00:00,0.515,2
POINT(-8.18148480721032 39.5511595048719),2001-05-01 00:00:00,0.02,1
POINT(-8.18148480721032 40.2114553263995),2001-05-01 00:00:00,8.8404,18
POINT(-8.18148480721032 40.5416032371634),2001-05-01 00:00:00,1.4193,14
POINT(-8.18148480721032 40.8717511479272),2001-05-01 00:00:00,12.70,9
POINT(-8.18148480721032 41.201899058691),2001-05-01 00:00:00,3.90,19
POINT(-8.18148480721032 41.5320469694549),2001-05-01 00:00:00,18.27,6
POINT(-7.8513368964465 39.5511595048719),2001-05-01 00:00:00,6.025,3
POINT(-7.8513368964465 40.2114553263995),2001-05-01 00:00:00,0.85,3
POINT(-7.8513368964465 40.5416032371634),2001-05-01 00:00:00,4.9503,8
POINT(-7.8513368964465 40.8717511479272),2001-05-01 00:00:00,5.82,8
POINT(-7.8513368964465 41.201899058691),2001-05-01 00:00:00,5.25,11
POINT(-7.8513368964465 41.5320469694549),2001-05-01 00:00:00,6.05,6
POINT(-7.8513368964465 41.8621948802187),2001-05-01 00:00:00,0.05,1
POINT(-7.52118898568267 37.2401241295251),2001-05-01 00:00:00,0.001,1
POINT(-7.52118898568267 39.2210115941081),2001-05-01 00:00:00,1.5,1
POINT(-7.52118898568267 39.5511595048719),2001-05-01 00:00:00,0.02,1
POINT(-7.52118898568267 39.8813074156357),2001-05-01 00:00:00,3.6,3
POINT(-7.52118898568267 40.2114553263995),2001-05-01 00:00:00,4.5,2
POINT(-7.52118898568267 40.5416032371634),2001-05-01 00:00:00,0.5,1
POINT(-7.52118898568267 40.8717511479272),2001-05-01 00:00:00,0.33,2
POINT(-7.52118898568267 41.201899058691),2001-05-01 00:00:00,4.03,5
POINT(-7.52118898568267 41.5320469694549),2001-05-01 00:00:00,2.55,7
POINT(-7.19104107491884 37.9004199510528),2001-05-01 00:00:00,3,1
POINT(-7.19104107491884 40.8717511479272),2001-05-01 00:00:00,4.7,3
POINT(-7.19104107491884 41.201899058691),2001-05-01 00:00:00,2.5,2
POINT(-7.19104107491884 41.5320469694549),2001-05-01 00:00:00,0.62,3
POINT(-6.86089316415502 40.8717511479272),2001-05-01 00:00:00,0.76,3
POINT(-6.86089316415502 41.5320469694549),2001-05-01 00:00:00,5,1
POINT(-6.86089316415502 41.8621948802187),2001-05-01 00:00:00,0.1,1
POINT(-6.53074525339119 41.201899058691),2001-05-01 00:00:00,0.1,1
POINT(-9.50207645026561 38.5607157725804),2001-06-01 00:00:00,11.4580,94
POINT(-9.50207645026561 38.8908636833443),2001-06-01 00:00:00,27.8367,53
POINT(-9.50207645026561 39.2210115941081),2001-06-01 00:00:00,8.825,15
POINT(-9.17192853950178 37.9004199510528),2001-06-01 00:00:00,0.03,1
POINT(-9.17192853950178 38.2305678618166),2001-06-01 00:00:00,1.995,12
POINT(-9.17192853950178 38.5607157725804),2001-06-01 00:00:00,60.5601,169
POINT(-9.17192853950178 38.8908636833443),2001-06-01 00:00:00,39.950,53
POINT(-9.17192853950178 39.2210115941081),2001-06-01 00:00:00,23.471,51
POINT(-9.17192853950178 39.5511595048719),2001-06-01 00:00:00,22.6527,23
POINT(-9.17192853950178 39.8813074156357),2001-06-01 00:00:00,0.221,4
POINT(-9.17192853950178 41.5320469694549),2001-06-01 00:00:00,6.155,8
POINT(-8.84178062873798 36.9099762187613),2001-06-01 00:00:00,0.085,1
POINT(-8.84178062873798 37.2401241295251),2001-06-01 00:00:00,38.0011,4
POINT(-8.84178062873798 37.5702720402889),2001-06-01 00:00:00,9.0201,4
POINT(-8.84178062873798 37.9004199510528),2001-06-01 00:00:00,9.6076,12
POINT(-8.84178062873798 38.2305678618166),2001-06-01 00:00:00,5.05,6
POINT(-8.84178062873798 38.5607157725804),2001-06-01 00:00:00,9.565,9
POINT(-8.84178062873798 38.8908636833443),2001-06-01 00:00:00,15.3123,48
POINT(-8.84178062873798 39.2210115941081),2001-06-01 00:00:00,21.0953,40
POINT(-8.84178062873798 39.5511595048719),2001-06-01 00:00:00,28.0767,32
POINT(-8.84178062873798 39.8813074156357),2001-06-01 00:00:00,1.0651,10
POINT(-8.84178062873798 40.2114553263995),2001-06-01 00:00:00,1.5495,8
POINT(-8.84178062873798 40.5416032371634),2001-06-01 00:00:00,1.2341,35
POINT(-8.84178062873798 40.8717511479272),2001-06-01 00:00:00,53.4352,337
POINT(-8.84178062873798 41.201899058691),2001-06-01 00:00:00,145.43,220
POINT(-8.84178062873798 41.5320469694549),2001-06-01 00:00:00,226.378,159
POINT(-8.84178062873798 41.8621948802187),2001-06-01 00:00:00,62.64,32
POINT(-8.51163271797415 36.9099762187613),2001-06-01 00:00:00,136.974,4
POINT(-8.51163271797415 37.2401241295251),2001-06-01 00:00:00,0.099,3
POINT(-8.51163271797415 37.5702720402889),2001-06-01 00:00:00,14,2
POINT(-8.51163271797415 37.9004199510528),2001-06-01 00:00:00,122.0,6
POINT(-8.51163271797415 38.2305678618166),2001-06-01 00:00:00,38.0001,2
POINT(-8.51163271797415 38.8908636833443),2001-06-01 00:00:00,3.04,6
POINT(-8.51163271797415 39.2210115941081),2001-06-01 00:00:00,72.0955,38
POINT(-8.51163271797415 39.5511595048719),2001-06-01 00:00:00,65.0705,19
POINT(-8.51163271797415 39.8813074156357),2001-06-01 00:00:00,63.2233,45
POINT(-8.51163271797415 40.2114553263995),2001-06-01 00:00:00,9.6841,37
POINT(-8.51163271797415 40.5416032371634),2001-06-01 00:00:00,9.5802,67
POINT(-8.51163271797415 40.8717511479272),2001-06-01 00:00:00,271.98,296
POINT(-8.51163271797415 41.201899058691),2001-06-01 00:00:00,301.53,727
POINT(-8.51163271797415 41.5320469694549),2001-06-01 00:00:00,129.74,125
POINT(-8.51163271797415 41.8621948802187),2001-06-01 00:00:00,36.87,32
POINT(-8.18148480721032 36.9099762187613),2001-06-01 00:00:00,8.537,7
POINT(-8.18148480721032 37.2401241295251),2001-06-01 00:00:00,5.01,4
POINT(-8.18148480721032 37.5702720402889),2001-06-01 00:00:00,259,7
POINT(-8.18148480721032 37.9004199510528),2001-06-01 00:00:00,0.0001,1
POINT(-8.18148480721032 38.8908636833443),2001-06-01 00:00:00,18.0001,4
POINT(-8.18148480721032 39.2210115941081),2001-06-01 00:00:00,28.1201,10
POINT(-8.18148480721032 39.5511595048719),2001-06-01 00:00:00,13.8653,7
POINT(-8.18148480721032 39.8813074156357),2001-06-01 00:00:00,1.623,11
POINT(-8.18148480721032 40.2114553263995),2001-06-01 00:00:00,160.9276,54
POINT(-8.18148480721032 40.5416032371634),2001-06-01 00:00:00,9.7351,42
POINT(-8.18148480721032 40.8717511479272),2001-06-01 00:00:00,30.94,46
POINT(-8.18148480721032 41.201899058691),2001-06-01 00:00:00,290.310,167
POINT(-8.18148480721032 41.5320469694549),2001-06-01 00:00:00,35.17,34
POINT(-7.8513368964465 36.9099762187613),2001-06-01 00:00:00,100.805,5
POINT(-7.8513368964465 37.2401241295251),2001-06-01 00:00:00,8,2
POINT(-7.8513368964465 37.9004199510528),2001-06-01 00:00:00,59.5,3
POINT(-7.8513368964465 38.2305678618166),2001-06-01 00:00:00,412,3
POINT(-7.8513368964465 38.8908636833443),2001-06-01 00:00:00,0.0001,1
POINT(-7.8513368964465 39.2210115941081),2001-06-01 00:00:00,6.5005,7
POINT(-7.8513368964465 39.5511595048719),2001-06-01 00:00:00,60.018,9
POINT(-7.8513368964465 39.8813074156357),2001-06-01 00:00:00,35.006,11
POINT(-7.8513368964465 40.2114553263995),2001-06-01 00:00:00,197.242,25
POINT(-7.8513368964465 40.5416032371634),2001-06-01 00:00:00,1114.4633,40
POINT(-7.8513368964465 40.8717511479272),2001-06-01 00:00:00,142.94,48
POINT(-7.8513368964465 41.201899058691),2001-06-01 00:00:00,1222.48,76
POINT(-7.8513368964465 41.5320469694549),2001-06-01 00:00:00,95.16,19
POINT(-7.52118898568267 37.2401241295251),2001-06-01 00:00:00,60,1
POINT(-7.52118898568267 37.5702720402889),2001-06-01 00:00:00,7,1
POINT(-7.52118898568267 38.5607157725804),2001-06-01 00:00:00,291.4055,1
POINT(-7.52118898568267 39.2210115941081),2001-06-01 00:00:00,4.0002,2
POINT(-7.52118898568267 39.5511595048719),2001-06-01 00:00:00,6.01,3
POINT(-7.52118898568267 39.8813074156357),2001-06-01 00:00:00,23.865,24
POINT(-7.52118898568267 40.2114553263995),2001-06-01 00:00:00,200.11,14
POINT(-7.52118898568267 40.5416032371634),2001-06-01 00:00:00,228.5001,19
POINT(-7.52118898568267 40.8717511479272),2001-06-01 00:00:00,52.52,11
POINT(-7.52118898568267 41.201899058691),2001-06-01 00:00:00,278.04,68
POINT(-7.52118898568267 41.5320469694549),2001-06-01 00:00:00,33.27,22
POINT(-7.19104107491884 37.9004199510528),2001-06-01 00:00:00,202.7,3
POINT(-7.19104107491884 38.5607157725804),2001-06-01 00:00:00,94.9,1
POINT(-7.19104107491884 38.8908636833443),2001-06-01 00:00:00,52.5625,2
POINT(-7.19104107491884 39.5511595048719),2001-06-01 00:00:00,106.110,5
POINT(-7.19104107491884 39.8813074156357),2001-06-01 00:00:00,131.040,5
POINT(-7.19104107491884 40.2114553263995),2001-06-01 00:00:00,8.5,5
POINT(-7.19104107491884 40.5416032371634),2001-06-01 00:00:00,116.501,7
POINT(-7.19104107491884 40.8717511479272),2001-06-01 00:00:00,801.78,21
POINT(-7.19104107491884 41.201899058691),2001-06-01 00:00:00,38.11,14
POINT(-7.19104107491884 41.5320469694549),2001-06-01 00:00:00,17.0,11
POINT(-6.86089316415502 40.2114553263995),2001-06-01 00:00:00,0.5,1
POINT(-6.86089316415502 40.5416032371634),2001-06-01 00:00:00,0.01,1
POINT(-6.86089316415502 40.8717511479272),2001-06-01 00:00:00,6.26,7
POINT(-6.86089316415502 41.201899058691),2001-06-01 00:00:00,107.77,12
POINT(-6.86089316415502 41.5320469694549),2001-06-01 00:00:00,115.54,21
POINT(-6.86089316415502 41.8621948802187),2001-06-01 00:00:00,3.4,3
POINT(-6.53074525339119 41.201899058691),2001-06-01 00:00:00,602.53,11
POINT(-6.53074525339119 41.5320469694549),2001-06-01 00:00:00,35.32,4
POINT(-10.4925201825571 36.9099762187613),2001-07-01 00:00:00,0.02,1
POINT(-9.50207645026561 38.5607157725804),2001-07-01 00:00:00,41.6750,173
POINT(-9.50207645026561 38.8908636833443),2001-07-01 00:00:00,33.0688,67
POINT(-9.50207645026561 39.2210115941081),2001-07-01 00:00:00,14.852,18
POINT(-9.17192853950178 38.2305678618166),2001-07-01 00:00:00,15.4491,21
POINT(-9.17192853950178 38.5607157725804),2001-07-01 00:00:00,60.0616,201
