geometry;name;time;tipos_vias;f_atmosfericos;fleves;fgraves;mortos;f
17;VIANA DO CASTELO;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;6
15;SANTAREM;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;11
12;LISBOA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;3;0;0;2
2;AVEIRO;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;8
14;PORTO;01/01/2008 00:00;EN - Estrada Nacional;Chuva;4;0;0;4
19;VISEU;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;21
14;PORTO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;11
7;COIMBRA;01/01/2012 00:00;IP- Itinerário Principal;Chuva;2;1;0;1
16;SETUBAL;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;7
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;2
8;EVORA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;3;1;1
19;VISEU;01/01/2010 00:00;A  - Auto-Estrada;NÃO DEFINIDO;1;0;0;2
7;COIMBRA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;4
11;LEIRIA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;3
2;AVEIRO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;1
2;AVEIRO;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;6
11;LEIRIA;01/01/2011 00:00;IC - Itinerário Complementar;Nevoeiro;3;0;0;1
7;COIMBRA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;0;0;1;3
4;BRAGA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;3;0;0;16
19;VISEU;01/01/2008 00:00;IP- Itinerário Principal;Chuva;1;0;0;8
14;PORTO;01/01/2008 00:00;Arruamento;Bom tempo;1;0;0;1
12;LISBOA;01/01/2009 00:00;A  - Auto-Estrada;Chuva;3;0;0;10
6;CASTELO BRANCO;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;0;1;1
19;VISEU;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;11
14;PORTO;01/01/2009 00:00;A  - Auto-Estrada;Chuva;4;0;0;7
4;BRAGA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;1;1;1
14;PORTO;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;2;1;0;1
2;AVEIRO;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;2
19;VISEU;01/01/2009 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;1
12;LISBOA;01/01/2009 00:00;IC - Itinerário Complementar;Chuva;3;0;0;1
5;BRAGANCA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;7
13;PORTALEGRE;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;4
7;COIMBRA;01/01/2007 00:00;IC - Itinerário Complementar;Bom tempo;0;1;0;1
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;2;0;2
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;88
18;VILA REAL;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;2;0;1;1
9;FARO;01/01/2012 00:00;A  - Auto-Estrada;Chuva;1;0;0;7
16;SETUBAL;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;3;0;0;5
19;VISEU;01/01/2007 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
11;LEIRIA;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;3;0;0;2
7;COIMBRA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;7;0;0;1
14;PORTO;01/01/2010 00:00;ER - Estrada Regional;Bom tempo;1;0;0;1
12;LISBOA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;2
3;BEJA;01/01/2011 00:00;ER - Estrada Regional;Bom tempo;2;0;0;2
6;CASTELO BRANCO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;1;2;1;1
18;VILA REAL;01/01/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;24
2;AVEIRO;01/01/2011 00:00;IC - Itinerário Complementar;Chuva;2;0;0;2
5;BRAGANCA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;3
12;LISBOA;01/01/2011 00:00;A  - Auto-Estrada;Chuva;1;1;0;2
8;EVORA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;8
11;LEIRIA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;4
4;BRAGA;01/01/2009 00:00;EN - Estrada Nacional;Chuva;1;1;0;2
3;BEJA;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;3;0;0;3
11;LEIRIA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;5
3;BEJA;01/01/2008 00:00;EN - Estrada Nacional;Nevoeiro;3;0;0;1
16;SETUBAL;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;3
6;CASTELO BRANCO;01/01/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;14
16;SETUBAL;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;6
4;BRAGA;01/01/2007 00:00;A  - Auto-Estrada;Chuva;1;0;1;1
9;FARO;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;2;0;2;1
7;COIMBRA;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;2;0;0;7
18;VILA REAL;01/01/2008 00:00;IP- Itinerário Principal;Bom tempo;2;0;0;1
17;VIANA DO CASTELO;01/01/2007 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
12;LISBOA;01/01/2011 00:00;ER - Estrada Regional;Chuva;2;0;0;1
9;FARO;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;4;5;0;1
10;GUARDA;01/01/2010 00:00;A  - Auto-Estrada;Granizo;1;0;0;1
6;CASTELO BRANCO;01/01/2008 00:00;A  - Auto-Estrada;Chuva;1;0;0;5
16;SETUBAL;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;1;1;0;1
7;COIMBRA;01/01/2010 00:00;A  - Auto-Estrada;Chuva;1;0;0;13
17;VIANA DO CASTELO;01/01/2008 00:00;A  - Auto-Estrada;Nevoeiro;2;0;0;1
16;SETUBAL;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;5
9;FARO;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;2
18;VILA REAL;01/01/2008 00:00;A  - Auto-Estrada;Chuva;1;0;0;5
19;VISEU;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;0;0;1;1
16;SETUBAL;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;5;0;0;1
11;LEIRIA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;2
16;SETUBAL;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;4;0;0;1
15;SANTAREM;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;2;1;1
10;GUARDA;01/01/2010 00:00;A  - Auto-Estrada;Neve;1;0;0;2
19;VISEU;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;1
11;LEIRIA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;2
7;COIMBRA;01/01/2010 00:00;IC - Itinerário Complementar;Chuva;1;0;0;9
5;BRAGANCA;01/01/2009 00:00;EN - Estrada Nacional;Nevoeiro;4;0;0;1
14;PORTO;01/01/2011 00:00;A  - Auto-Estrada;Granizo;6;0;0;1
16;SETUBAL;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;2
17;VIANA DO CASTELO;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;38
8;EVORA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;2;0;0;7
11;LEIRIA;01/01/2011 00:00;A  - Auto-Estrada;Granizo;1;0;0;2
8;EVORA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;1;2;0;1
4;BRAGA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;7;0;0;1
13;PORTALEGRE;01/01/2008 00:00;EN - Estrada Nacional;Chuva;1;0;0;10
11;LEIRIA;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;1;0;2
3;BEJA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;4
11;LEIRIA;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;2;2;1
16;SETUBAL;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;1;0;1
8;EVORA;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;3;0;0;2
6;CASTELO BRANCO;01/01/2008 00:00;IC - Itinerário Complementar;Chuva;1;0;0;2
3;BEJA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;3
14;PORTO;01/01/2012 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;1
13;PORTALEGRE;01/01/2009 00:00;IP- Itinerário Principal;Bom tempo;2;0;0;3
18;VILA REAL;01/01/2008 00:00;IP- Itinerário Principal;Nevoeiro;2;0;0;1
19;VISEU;01/01/2011 00:00;EN - Estrada Nacional;Chuva;1;0;1;1
8;EVORA;01/01/2009 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;3
17;VIANA DO CASTELO;01/01/2008 00:00;IP- Itinerário Principal;Chuva;1;0;0;1
14;PORTO;01/01/2012 00:00;A  - Auto-Estrada;Chuva;2;0;0;30
11;LEIRIA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;3
16;SETUBAL;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;7;0;0;1
13;PORTALEGRE;01/01/2009 00:00;EN - Estrada Nacional;Chuva;0;3;0;1
4;BRAGA;01/01/2009 00:00;EN - Estrada Nacional;Chuva;5;0;0;2
2;AVEIRO;01/01/2011 00:00;A  - Auto-Estrada;Chuva;2;0;0;9
7;COIMBRA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;0;2;0;1
17;VIANA DO CASTELO;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;7
8;EVORA;01/01/2009 00:00;A  - Auto-Estrada;Chuva;2;0;0;2
16;SETUBAL;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;1
18;VILA REAL;01/01/2007 00:00;IP- Itinerário Principal;Chuva;3;0;0;1
7;COIMBRA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;30
8;EVORA;01/01/2010 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;1
7;COIMBRA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;1;2;0;1
8;EVORA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;0;2;0;1
12;LISBOA;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;0;1;0;3
6;CASTELO BRANCO;01/01/2008 00:00;A  - Auto-Estrada;NÃO DEFINIDO;1;0;0;1
2;AVEIRO;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;0;2;0;2
9;FARO;01/01/2012 00:00;IC - Itinerário Complementar;Chuva;0;2;1;1
12;LISBOA;01/01/2011 00:00;PNT - Ponte;Bom tempo;1;0;0;9
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;0;0;1;1
17;VIANA DO CASTELO;01/01/2010 00:00;IC - Itinerário Complementar;Chuva;1;0;0;1
5;BRAGANCA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;1
18;VILA REAL;01/01/2008 00:00;A  - Auto-Estrada;NÃO DEFINIDO;1;0;0;1
19;VISEU;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;2
18;VILA REAL;01/01/2010 00:00;ER - Estrada Regional;Bom tempo;1;1;0;1
9;FARO;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;7
19;VISEU;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;0;0;1;1
18;VILA REAL;01/01/2010 00:00;IP- Itinerário Principal;Chuva;1;0;0;11
4;BRAGA;01/01/2011 00:00;EN - Estrada Nacional;Nevoeiro;0;1;0;1
19;VISEU;01/01/2012 00:00;ER - Estrada Regional;Bom tempo;2;0;0;1
16;SETUBAL;01/01/2008 00:00;IC - Itinerário Complementar;Bom tempo;4;0;0;3
7;COIMBRA;01/01/2008 00:00;IP- Itinerário Principal;Chuva;1;0;0;15
8;EVORA;01/01/2011 00:00;ER - Estrada Regional;Bom tempo;0;1;0;2
5;BRAGANCA;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;4;0;0;2
6;CASTELO BRANCO;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;4
12;LISBOA;01/01/2007 00:00;A  - Auto-Estrada;Vento Forte;3;0;0;1
11;LEIRIA;01/01/2008 00:00;IC - Itinerário Complementar;Bom tempo;4;0;0;1
18;VILA REAL;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;6
7;COIMBRA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;14
18;VILA REAL;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;1;2;0;1
2;AVEIRO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;3
6;CASTELO BRANCO;01/01/2010 00:00;IP- Itinerário Principal;Chuva;1;0;0;1
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;9
7;COIMBRA;01/01/2008 00:00;IC - Itinerário Complementar;Bom tempo;2;0;0;2
12;LISBOA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;4;0;0;3
12;LISBOA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;16
15;SANTAREM;01/01/2010 00:00;EN - Estrada Nacional;Chuva;0;1;0;5
13;PORTALEGRE;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;4
8;EVORA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;2;2;0;1
2;AVEIRO;01/01/2012 00:00;EN - Estrada Nacional;Chuva;3;0;0;2
2;AVEIRO;01/01/2010 00:00;EN - Estrada Nacional;Granizo;5;0;0;1
8;EVORA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;85
14;PORTO;01/01/2011 00:00;EN - Estrada Nacional;Chuva;3;0;0;4
14;PORTO;01/01/2012 00:00;A  - Auto-Estrada;NÃO DEFINIDO;2;0;0;2
16;SETUBAL;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;3
6;CASTELO BRANCO;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;2;0;0;5
7;COIMBRA;01/01/2011 00:00;EN - Estrada Nacional;NÃO DEFINIDO;0;2;0;1
11;LEIRIA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;2
5;BRAGANCA;01/01/2008 00:00;EN - Estrada Nacional;Nevoeiro;5;0;0;1
11;LEIRIA;01/01/2011 00:00;A  - Auto-Estrada;Chuva;0;1;0;1
14;PORTO;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;1;1;2
4;BRAGA;01/01/2009 00:00;A  - Auto-Estrada;Chuva;4;0;0;1
16;SETUBAL;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;2
12;LISBOA;01/01/2011 00:00;Arruamento;Bom tempo;1;0;0;1
4;BRAGA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;4;0;0;7
3;BEJA;01/01/2011 00:00;ER - Estrada Regional;Bom tempo;0;0;1;1
12;LISBOA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;2
11;LEIRIA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;7
7;COIMBRA;01/01/2007 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
4;BRAGA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;16
2;AVEIRO;01/01/2007 00:00;IC - Itinerário Complementar;Bom tempo;0;7;2;1
6;CASTELO BRANCO;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;4;0;1
16;SETUBAL;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;8;0;0;1
12;LISBOA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;11
5;BRAGANCA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;1
17;VIANA DO CASTELO;01/01/2010 00:00;A  - Auto-Estrada;Chuva;1;0;0;18
18;VILA REAL;01/01/2012 00:00;A  - Auto-Estrada;Chuva;2;1;0;1
6;CASTELO BRANCO;01/01/2007 00:00;EN - Estrada Nacional;Vento Forte;1;0;0;2
16;SETUBAL;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
11;LEIRIA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
19;VISEU;01/01/2007 00:00;IP- Itinerário Principal;NÃO DEFINIDO;1;1;1;1
11;LEIRIA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;1;2;2
4;BRAGA;01/01/2012 00:00;A  - Auto-Estrada;Chuva;2;0;0;5
3;BEJA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;1
3;BEJA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;0;1;0;1
14;PORTO;01/01/2009 00:00;EN - Estrada Nacional;Chuva;5;0;0;2
15;SANTAREM;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;10
2;AVEIRO;01/01/2007 00:00;IC - Itinerário Complementar;Bom tempo;4;0;0;2
15;SANTAREM;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;1;1;1
11;LEIRIA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;48
14;PORTO;01/01/2008 00:00;A  - Auto-Estrada;Chuva;5;0;0;1
10;GUARDA;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;15
14;PORTO;01/01/2010 00:00;Arruamento;Chuva;2;0;0;1
18;VILA REAL;01/01/2012 00:00;ER - Estrada Regional;Chuva;1;0;0;2
19;VISEU;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;2;0;0;3
7;COIMBRA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;5;1;1
16;SETUBAL;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;35
14;PORTO;01/01/2008 00:00;EN - Estrada Nacional;Chuva;7;0;0;1
15;SANTAREM;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;7;1;0;1
19;VISEU;01/01/2010 00:00;A  - Auto-Estrada;Chuva;1;0;0;39
18;VILA REAL;01/01/2007 00:00;IP- Itinerário Principal;Bom tempo;0;1;0;3
14;PORTO;01/01/2007 00:00;A  - Auto-Estrada;Chuva;1;0;1;1
14;PORTO;01/01/2008 00:00;A  - Auto-Estrada;Chuva;1;1;0;1
7;COIMBRA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;1
19;VISEU;01/01/2010 00:00;IC - Itinerário Complementar;Chuva;1;0;0;1
8;EVORA;01/01/2007 00:00;EN - Estrada Nacional;Chuva;0;1;0;2
17;VIANA DO CASTELO;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;4
8;EVORA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;0;0;1;3
15;SANTAREM;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;233
2;AVEIRO;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;4;1;1;1
18;VILA REAL;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;6;0;0;1
4;BRAGA;01/01/2010 00:00;EN - Estrada Nacional;Chuva;1;4;0;1
7;COIMBRA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;1;0;1;1
17;VIANA DO CASTELO;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;1
12;LISBOA;01/01/2009 00:00;IC - Itinerário Complementar;NÃO DEFINIDO;3;0;0;1
7;COIMBRA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;6;0;0;2
2;AVEIRO;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;3
10;GUARDA;01/01/2007 00:00;A  - Auto-Estrada;Nevoeiro;1;0;0;1
14;PORTO;01/01/2012 00:00;A  - Auto-Estrada;Chuva;0;0;1;1
14;PORTO;01/01/2009 00:00;EN - Estrada Nacional;Chuva;1;1;0;1
18;VILA REAL;01/01/2012 00:00;IP- Itinerário Principal;Bom tempo;5;0;0;1
2;AVEIRO;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;3;1;0;1
13;PORTALEGRE;01/01/2012 00:00;EN - Estrada Nacional;Chuva;2;1;0;1
8;EVORA;01/01/2012 00:00;EN - Estrada Nacional;Chuva;1;1;0;3
12;LISBOA;01/01/2009 00:00;A  - Auto-Estrada;Vento Forte;1;0;0;1
15;SANTAREM;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;0;2;1
12;LISBOA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;4;2;0;1
5;BRAGANCA;01/01/2009 00:00;EN - Estrada Nacional;Chuva;2;1;0;1
4;BRAGA;01/01/2010 00:00;EN - Estrada Nacional;Chuva;5;0;0;2
13;PORTALEGRE;01/01/2010 00:00;A  - Auto-Estrada;Chuva;1;0;0;1
15;SANTAREM;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;1;3;2;1
8;EVORA;01/01/2010 00:00;A  - Auto-Estrada;Chuva;2;0;0;4
18;VILA REAL;01/01/2007 00:00;EN - Estrada Nacional;NÃO DEFINIDO;3;0;0;1
3;BEJA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;6
9;FARO;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;3
7;COIMBRA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;5;1;0;1
9;FARO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;6
17;VIANA DO CASTELO;01/01/2007 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;1;1;1
13;PORTALEGRE;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;2;0;0;1
8;EVORA;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;4
19;VISEU;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;6;0;0;1
17;VIANA DO CASTELO;01/01/2008 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;0;0;1
9;FARO;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;1;1;0;1
5;BRAGANCA;01/01/2008 00:00;IP- Itinerário Principal;Bom tempo;1;1;0;1
11;LEIRIA;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;1;1;0;3
16;SETUBAL;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;1;1;0;1
10;GUARDA;01/01/2009 00:00;A  - Auto-Estrada;Neve;1;0;0;2
9;FARO;01/01/2010 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;0;2;1
12;LISBOA;01/01/2008 00:00;EN - Estrada Nacional;Vento Forte;1;0;0;1
7;COIMBRA;01/01/2009 00:00;IC - Itinerário Complementar;Chuva;1;0;0;6
17;VIANA DO CASTELO;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;31
7;COIMBRA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;4;0;2;1
16;SETUBAL;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;1
11;LEIRIA;01/01/2009 00:00;IP- Itinerário Principal;Bom tempo;4;0;0;1
9;FARO;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;5
7;COIMBRA;01/01/2009 00:00;A  - Auto-Estrada;Chuva;1;0;0;15
5;BRAGANCA;01/01/2008 00:00;IP- Itinerário Principal;Bom tempo;5;0;0;1
9;FARO;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;1
15;SANTAREM;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;1
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;6;0;0;1
11;LEIRIA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;1;1;0;2
10;GUARDA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;1
7;COIMBRA;01/01/2009 00:00;IP- Itinerário Principal;Bom tempo;2;0;0;7
11;LEIRIA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;2;0;2;1
16;SETUBAL;01/01/2008 00:00;PNT - Ponte;Bom tempo;2;0;0;1
16;SETUBAL;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;1;1;0;1
4;BRAGA;01/01/2010 00:00;EN - Estrada Nacional;Chuva;1;1;0;3
3;BEJA;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;3;0;0;1
6;CASTELO BRANCO;01/01/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;24
18;VILA REAL;01/01/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;26
9;FARO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;4
7;COIMBRA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;1;0;0;47
17;VIANA DO CASTELO;01/01/2010 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;1
16;SETUBAL;01/01/2010 00:00;ER - Estrada Regional;Bom tempo;2;0;0;1
5;BRAGANCA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;2
14;PORTO;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;4;1;0;1
14;PORTO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;2;1
14;PORTO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;2;1;0;1
17;VIANA DO CASTELO;01/01/2012 00:00;EN - Estrada Nacional;Chuva;2;1;0;1
10;GUARDA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;1
3;BEJA;01/01/2011 00:00;IP- Itinerário Principal;Nevoeiro;4;0;0;1
9;FARO;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;0;6;1;1
4;BRAGA;01/01/2012 00:00;Outra Via;Chuva;1;0;0;1
8;EVORA;01/01/2012 00:00;ER - Estrada Regional;Bom tempo;1;0;0;6
11;LEIRIA;01/01/2012 00:00;IC - Itinerário Complementar;Chuva;1;0;0;6
15;SANTAREM;01/01/2007 00:00;A  - Auto-Estrada;Chuva;2;0;0;2
14;PORTO;01/01/2009 00:00;ER - Estrada Regional;Bom tempo;1;0;0;1
16;SETUBAL;01/01/2012 00:00;IC - Itinerário Complementar;Chuva;1;0;0;1
14;PORTO;01/01/2008 00:00;A  - Auto-Estrada;Chuva;8;0;0;1
9;FARO;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;3
4;BRAGA;01/01/2012 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;3
7;COIMBRA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;2;0;1;1
18;VILA REAL;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;2
13;PORTALEGRE;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;3
17;VIANA DO CASTELO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;5;1;1
2;AVEIRO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;2;1;1
