geometry;name;time;tipos_vias;f_atmosfericos;fleves;fgraves;mortos;f
12;LISBOA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;8
10;GUARDA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;2;1;0;1
8;EVORA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;2
2;AVEIRO;01/01/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;42
4;BRAGA;01/01/2008 00:00;A  - Auto-Estrada;Chuva;0;1;0;1
4;BRAGA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;1
11;LEIRIA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;2
11;LEIRIA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;9;1;0;1
16;SETUBAL;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;5
14;PORTO;01/01/2007 00:00;IC - Itinerário Complementar;Chuva;2;0;0;1
5;BRAGANCA;01/01/2011 00:00;IP- Itinerário Principal;Bom tempo;2;1;0;2
11;LEIRIA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;21
16;SETUBAL;01/01/2011 00:00;A  - Auto-Estrada;NÃO DEFINIDO;5;0;0;1
16;SETUBAL;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;1;3;1;1
11;LEIRIA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;7
4;BRAGA;01/01/2009 00:00;EN - Estrada Nacional;Chuva;0;1;0;6
11;LEIRIA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;4;0;0;2
16;SETUBAL;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;10
9;FARO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;2;1;0;1
16;SETUBAL;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;25
14;PORTO;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;25
12;LISBOA;01/01/2011 00:00;A  - Auto-Estrada;Chuva;0;1;0;2
12;LISBOA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;6
10;GUARDA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;2;1;0;2
7;COIMBRA;01/01/2012 00:00;IC - Itinerário Complementar;Bom tempo;0;1;0;3
12;LISBOA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;66
16;SETUBAL;01/01/2008 00:00;EN - Estrada Nacional;NÃO DEFINIDO;3;0;0;1
16;SETUBAL;01/01/2007 00:00;ER - Estrada Regional;Bom tempo;4;0;0;1
2;AVEIRO;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;0;0;1;2
18;VILA REAL;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;3;1;0;1
10;GUARDA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;6;1;0;1
2;AVEIRO;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;1
5;BRAGANCA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;9
13;PORTALEGRE;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;0;2;1;1
14;PORTO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;5
4;BRAGA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;7;0;1;1
11;LEIRIA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;3;2;0;1
8;EVORA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;2;0;1;1
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;7
16;SETUBAL;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;3;2;0;1
7;COIMBRA;01/01/2007 00:00;IC - Itinerário Complementar;Bom tempo;1;1;0;1
14;PORTO;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;0;2;1
7;COIMBRA;01/01/2011 00:00;EN - Estrada Nacional;NÃO DEFINIDO;0;0;1;1
5;BRAGANCA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
9;FARO;01/01/2007 00:00;A  - Auto-Estrada;Chuva;1;0;0;16
16;SETUBAL;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;4;0;2;1
12;LISBOA;01/01/2012 00:00;Outra Via;Chuva;2;0;0;1
5;BRAGANCA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;3;0;0;2
14;PORTO;01/01/2008 00:00;A  - Auto-Estrada;Neve;1;0;0;1
7;COIMBRA;01/01/2008 00:00;IP- Itinerário Principal;Chuva;1;2;1;1
5;BRAGANCA;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;1
2;AVEIRO;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;19
9;FARO;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;3;2;0;1
2;AVEIRO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;9
7;COIMBRA;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;1;1;0;2
3;BEJA;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;0;1;0;3
17;VIANA DO CASTELO;01/01/2011 00:00;EN - Estrada Nacional;Chuva;0;0;1;1
17;VIANA DO CASTELO;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;5
7;COIMBRA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;1;0;1;1
2;AVEIRO;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;0;0;1;2
3;BEJA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;2;1;0;1
8;EVORA;01/01/2007 00:00;A  - Auto-Estrada;Chuva;4;0;0;1
4;BRAGA;01/01/2007 00:00;A  - Auto-Estrada;NÃO DEFINIDO;2;0;0;1
7;COIMBRA;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;2
14;PORTO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;1
19;VISEU;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;2
2;AVEIRO;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;1
19;VISEU;01/01/2011 00:00;EN - Estrada Nacional;Chuva;2;0;0;10
15;SANTAREM;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;153
14;PORTO;01/01/2009 00:00;EN - Estrada Nacional;Chuva;0;1;0;3
4;BRAGA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;2
17;VIANA DO CASTELO;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;2;2;1;1
11;LEIRIA;01/01/2009 00:00;A  - Auto-Estrada;Chuva;3;0;0;5
7;COIMBRA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;0;0;1;2
7;COIMBRA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;2
16;SETUBAL;01/01/2009 00:00;A  - Auto-Estrada;Chuva;3;0;0;3
17;VIANA DO CASTELO;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;1
11;LEIRIA;01/01/2008 00:00;EN - Estrada Nacional;Chuva;3;0;0;2
4;BRAGA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;31
12;LISBOA;01/01/2010 00:00;EN - Estrada Nacional;Chuva;0;1;1;1
16;SETUBAL;01/01/2008 00:00;EN - Estrada Nacional;Chuva;3;0;0;6
6;CASTELO BRANCO;01/01/2011 00:00;EN - Estrada Nacional;Neve;3;0;0;1
18;VILA REAL;01/01/2007 00:00;IP- Itinerário Principal;Bom tempo;5;0;0;1
10;GUARDA;01/01/2012 00:00;A  - Auto-Estrada;Nevoeiro;1;0;0;1
14;PORTO;01/01/2008 00:00;A  - Auto-Estrada;Chuva;0;1;0;5
2;AVEIRO;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;1
18;VILA REAL;01/01/2007 00:00;EN - Estrada Nacional;NÃO DEFINIDO;4;2;0;1
14;PORTO;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;12
11;LEIRIA;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;3
14;PORTO;01/01/2007 00:00;A  - Auto-Estrada;Chuva;0;0;1;2
12;LISBOA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;20
16;SETUBAL;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;1
17;VIANA DO CASTELO;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;1
5;BRAGANCA;01/01/2007 00:00;IP- Itinerário Principal;Chuva;4;1;0;1
4;BRAGA;01/01/2007 00:00;A  - Auto-Estrada;Chuva;2;0;0;4
15;SANTAREM;01/01/2012 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;4
12;LISBOA;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;3;0;0;3
11;LEIRIA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
3;BEJA;01/01/2009 00:00;A  - Auto-Estrada;Chuva;1;1;0;1
18;VILA REAL;01/01/2007 00:00;IP- Itinerário Principal;Nevoeiro;5;0;0;1
11;LEIRIA;01/01/2009 00:00;IC - Itinerário Complementar;Chuva;3;0;0;1
9;FARO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;4;0;1
9;FARO;01/01/2010 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
2;AVEIRO;01/01/2011 00:00;ER - Estrada Regional;Bom tempo;3;0;0;1
9;FARO;01/01/2007 00:00;IC - Itinerário Complementar;NÃO DEFINIDO;1;0;0;1
16;SETUBAL;01/01/2009 00:00;IC - Itinerário Complementar;Chuva;3;0;0;1
16;SETUBAL;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;60
9;FARO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;1;1;1
11;LEIRIA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;60
10;GUARDA;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;10
11;LEIRIA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;2;1;1;3
3;BEJA;01/01/2009 00:00;ER - Estrada Regional;Chuva;2;0;0;1
11;LEIRIA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;2;0;1
5;BRAGANCA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;3
5;BRAGANCA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;7
12;LISBOA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;1;1;0;3
13;PORTALEGRE;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
2;AVEIRO;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;2;0;0;8
14;PORTO;01/01/2007 00:00;A  - Auto-Estrada;NÃO DEFINIDO;2;0;0;4
18;VILA REAL;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;61
16;SETUBAL;01/01/2011 00:00;ER - Estrada Regional;Chuva;2;0;0;1
2;AVEIRO;01/01/2007 00:00;EN - Estrada Nacional;Chuva;3;0;0;4
6;CASTELO BRANCO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;50
12;LISBOA;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;5;0;0;4
4;BRAGA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;8
12;LISBOA;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;9
4;BRAGA;01/01/2009 00:00;EN - Estrada Nacional;Neve;1;0;0;1
7;COIMBRA;01/01/2011 00:00;EN - Estrada Nacional;NÃO DEFINIDO;2;0;0;1
11;LEIRIA;01/01/2011 00:00;A  - Auto-Estrada;Chuva;1;1;0;1
12;LISBOA;01/01/2009 00:00;ER - Estrada Regional;Bom tempo;2;0;0;1
12;LISBOA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;2;2;1
15;SANTAREM;01/01/2010 00:00;EN - Estrada Nacional;Chuva;1;1;0;1
12;LISBOA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;6
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;6
17;VIANA DO CASTELO;01/01/2011 00:00;EN - Estrada Nacional;Chuva;2;0;0;11
7;COIMBRA;01/01/2012 00:00;IC - Itinerário Complementar;Chuva;3;0;0;1
2;AVEIRO;01/01/2011 00:00;EN - Estrada Nacional;Nuvem de fumo;2;0;0;1
4;BRAGA;01/01/2008 00:00;A  - Auto-Estrada;Granizo;1;0;0;1
18;VILA REAL;01/01/2011 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;1
19;VISEU;01/01/2008 00:00;IP- Itinerário Principal;Chuva;2;0;1;1
2;AVEIRO;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;41
5;BRAGANCA;01/01/2008 00:00;IP- Itinerário Principal;Granizo;4;0;2;1
12;LISBOA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;1
12;LISBOA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;7;0;0;1
6;CASTELO BRANCO;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;2;0;1
12;LISBOA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;2
13;PORTALEGRE;01/01/2011 00:00;IP- Itinerário Principal;Chuva;2;0;0;1
14;PORTO;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;3;0;0;1
12;LISBOA;01/01/2011 00:00;A  - Auto-Estrada;Granizo;1;0;0;1
12;LISBOA;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;4;0;0;1
2;AVEIRO;01/01/2010 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;0;0;4
13;PORTALEGRE;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
4;BRAGA;01/01/2009 00:00;EN - Estrada Nacional;Granizo;1;0;0;1
8;EVORA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
2;AVEIRO;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;1;2;0;1
2;AVEIRO;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;21
15;SANTAREM;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;4;2;0;1
4;BRAGA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;5;0;0;3
4;BRAGA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;2
17;VIANA DO CASTELO;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;7
15;SANTAREM;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;2
2;AVEIRO;01/01/2012 00:00;IC - Itinerário Complementar;Nevoeiro;1;0;0;1
7;COIMBRA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;183
7;COIMBRA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;1;1;1;1
7;COIMBRA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;2;2;0;1
15;SANTAREM;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;4;3;0;1
8;EVORA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;1;1;1
5;BRAGANCA;01/01/2007 00:00;IP- Itinerário Principal;Chuva;5;0;0;1
13;PORTALEGRE;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;3;0;0;1
15;SANTAREM;01/01/2011 00:00;EN - Estrada Nacional;Chuva;1;0;1;1
15;SANTAREM;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;6;0;0;2
12;LISBOA;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;5;1;2;1
3;BEJA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;3
14;PORTO;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;285
18;VILA REAL;01/01/2007 00:00;EN - Estrada Nacional;NÃO DEFINIDO;2;0;0;1
2;AVEIRO;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;55
17;VIANA DO CASTELO;01/01/2009 00:00;EN - Estrada Nacional;Chuva;0;4;0;1
14;PORTO;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;3;0;1
16;SETUBAL;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;6;0;0;1
2;AVEIRO;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;3;0;1
3;BEJA;01/01/2010 00:00;IP- Itinerário Principal;Chuva;1;0;0;1
2;AVEIRO;01/01/2012 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;16
5;BRAGANCA;01/01/2008 00:00;IP- Itinerário Principal;Chuva;1;0;1;1
16;SETUBAL;01/01/2010 00:00;ER - Estrada Regional;Bom tempo;3;0;0;2
12;LISBOA;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;2;1;0;1
14;PORTO;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;5;1;0;2
12;LISBOA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;0;2;1;1
3;BEJA;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;2;0;0;1
7;COIMBRA;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;3
9;FARO;01/01/2012 00:00;EN - Estrada Nacional;Chuva;0;1;0;1
3;BEJA;01/01/2010 00:00;ER - Estrada Regional;Bom tempo;5;0;0;1
12;LISBOA;01/01/2012 00:00;ER - Estrada Regional;Bom tempo;1;0;0;9
7;COIMBRA;01/01/2009 00:00;IP- Itinerário Principal;Bom tempo;3;0;0;1
14;PORTO;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
10;GUARDA;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;1
2;AVEIRO;01/01/2012 00:00;A  - Auto-Estrada;Nevoeiro;1;0;0;1
14;PORTO;01/01/2011 00:00;A  - Auto-Estrada;Nevoeiro;1;0;0;1
19;VISEU;01/01/2010 00:00;EN - Estrada Nacional;Neve;1;0;0;2
3;BEJA;01/01/2007 00:00;EN - Estrada Nacional;Vento Forte;1;0;0;1
10;GUARDA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;12
11;LEIRIA;01/01/2012 00:00;A  - Auto-Estrada;Bom tempo;1;1;1;2
5;BRAGANCA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;1;0;0;15
15;SANTAREM;01/01/2009 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;1
12;LISBOA;01/01/2010 00:00;IC - Itinerário Complementar;Chuva;2;0;0;5
19;VISEU;01/01/2010 00:00;EN - Estrada Nacional;Nevoeiro;3;0;0;1
18;VILA REAL;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;2
7;COIMBRA;01/01/2010 00:00;EN - Estrada Nacional;Chuva;0;1;0;3
6;CASTELO BRANCO;01/01/2008 00:00;EN - Estrada Nacional;Chuva;0;1;0;1
9;FARO;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;10
10;GUARDA;01/01/2010 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;0;0;2
15;SANTAREM;01/01/2007 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
18;VILA REAL;01/01/2011 00:00;IP- Itinerário Principal;Bom tempo;1;0;4;1
12;LISBOA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;4;0;1;1
10;GUARDA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;1;2;0;1
10;GUARDA;01/01/2009 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;5
12;LISBOA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;4;1;0;1
17;VIANA DO CASTELO;01/01/2012 00:00;EN - Estrada Nacional;Chuva;3;1;0;1
17;VIANA DO CASTELO;01/01/2010 00:00;EN - Estrada Nacional;Neve;1;0;0;2
16;SETUBAL;01/01/2012 00:00;IP- Itinerário Principal;Bom tempo;3;0;0;1
11;LEIRIA;01/01/2011 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;0;0;1
14;PORTO;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;1;1;3;1
19;VISEU;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;4
13;PORTALEGRE;01/01/2009 00:00;EN - Estrada Nacional;Chuva;0;1;0;1
15;SANTAREM;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;59
16;SETUBAL;01/01/2011 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;0;0;4
10;GUARDA;01/01/2008 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;1
7;COIMBRA;01/01/2011 00:00;IP- Itinerário Principal;Bom tempo;1;1;0;1
14;PORTO;01/01/2009 00:00;A  - Auto-Estrada;Chuva;2;0;1;2
9;FARO;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;2;0;0;7
10;GUARDA;01/01/2007 00:00;EN - Estrada Nacional;Chuva;3;0;0;4
15;SANTAREM;01/01/2010 00:00;A  - Auto-Estrada;NÃO DEFINIDO;1;0;0;1
7;COIMBRA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;8;0;0;1
14;PORTO;01/01/2007 00:00;EN - Estrada Nacional;Chuva;2;1;0;3
12;LISBOA;01/01/2010 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;21
14;PORTO;01/01/2007 00:00;A  - Auto-Estrada;Bom tempo;8;0;0;1
15;SANTAREM;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;19
15;SANTAREM;01/01/2012 00:00;ER - Estrada Regional;Bom tempo;0;0;1;1
12;LISBOA;01/01/2010 00:00;A  - Auto-Estrada;Chuva;2;0;0;40
10;GUARDA;01/01/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;29
12;LISBOA;01/01/2007 00:00;IC - Itinerário Complementar;Bom tempo;1;1;1;1
16;SETUBAL;01/01/2010 00:00;ER - Estrada Regional;Chuva;0;1;0;1
12;LISBOA;01/01/2008 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;120
7;COIMBRA;01/01/2008 00:00;EN - Estrada Nacional;Bom tempo;0;0;2;1
15;SANTAREM;01/01/2010 00:00;IC - Itinerário Complementar;Chuva;1;0;0;4
4;BRAGA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;2;3;0;1
19;VISEU;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;107
4;BRAGA;01/01/2010 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;2
9;FARO;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;13
4;BRAGA;01/01/2011 00:00;A  - Auto-Estrada;Nevoeiro;1;0;0;2
18;VILA REAL;01/01/2009 00:00;A  - Auto-Estrada;Neve;5;1;0;1
18;VILA REAL;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;1
12;LISBOA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;5;1;0;1
6;CASTELO BRANCO;01/01/2011 00:00;IC - Itinerário Complementar;Bom tempo;1;1;0;1
5;BRAGANCA;01/01/2012 00:00;IP- Itinerário Principal;Bom tempo;3;0;0;1
9;FARO;01/01/2009 00:00;IC - Itinerário Complementar;Chuva;0;2;0;1
7;COIMBRA;01/01/2009 00:00;IP- Itinerário Principal;Chuva;0;1;0;1
6;CASTELO BRANCO;01/01/2009 00:00;A  - Auto-Estrada;Granizo;1;0;0;1
15;SANTAREM;01/01/2011 00:00;EN - Estrada Nacional;Chuva;0;2;0;1
2;AVEIRO;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;2;1;0;2
13;PORTALEGRE;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;3
8;EVORA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;2;1;0;1
14;PORTO;01/01/2011 00:00;IP- Itinerário Principal;Chuva;0;0;1;1
17;VIANA DO CASTELO;01/01/2010 00:00;EN - Estrada Nacional;Chuva;0;1;0;2
3;BEJA;01/01/2010 00:00;IC - Itinerário Complementar;Bom tempo;0;0;1;1
18;VILA REAL;01/01/2009 00:00;A  - Auto-Estrada;Neve;1;0;0;2
12;LISBOA;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;285
4;BRAGA;01/01/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;55
19;VISEU;01/01/2007 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;3
6;CASTELO BRANCO;01/01/2009 00:00;A  - Auto-Estrada;Granizo;5;1;0;1
5;BRAGANCA;01/01/2008 00:00;IP- Itinerário Principal;Chuva;0;2;0;1
9;FARO;01/01/2009 00:00;A  - Auto-Estrada;Chuva;0;2;0;1
12;LISBOA;01/01/2010 00:00;A  - Auto-Estrada;NÃO DEFINIDO;2;0;0;2
11;LEIRIA;01/01/2010 00:00;IC - Itinerário Complementar;Chuva;0;2;0;1
11;LEIRIA;01/01/2011 00:00;EN - Estrada Nacional;Chuva;1;0;0;39
4;BRAGA;01/01/2008 00:00;EN - Estrada Nacional;Neve;1;1;0;1
19;VISEU;01/01/2009 00:00;IP- Itinerário Principal;Bom tempo;3;0;0;2
13;PORTALEGRE;01/01/2010 00:00;IP- Itinerário Principal;Chuva;0;1;0;1
14;PORTO;01/01/2009 00:00;Arruamento;Chuva;3;0;0;1
12;LISBOA;01/01/2009 00:00;Outra Via;Chuva;5;1;0;1
16;SETUBAL;01/01/2011 00:00;EN - Estrada Nacional;Chuva;2;2;0;1
16;SETUBAL;01/01/2011 00:00;EN - Estrada Nacional;Chuva;1;0;0;29
2;AVEIRO;01/01/2007 00:00;IC - Itinerário Complementar;Bom tempo;2;0;1;1
8;EVORA;01/01/2010 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;1
18;VILA REAL;01/01/2008 00:00;EN - Estrada Nacional;Neve;1;0;0;1
7;COIMBRA;01/01/2010 00:00;EN - Estrada Nacional;Neve;1;0;0;1
15;SANTAREM;01/01/2009 00:00;IC - Itinerário Complementar;Bom tempo;4;0;2;1
12;LISBOA;01/01/2008 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;269
15;SANTAREM;01/01/2010 00:00;A  - Auto-Estrada;Chuva;1;0;0;35
3;BEJA;01/01/2011 00:00;EN - Estrada Nacional;Bom tempo;2;0;1;1
8;EVORA;01/01/2011 00:00;A  - Auto-Estrada;Nevoeiro;0;3;2;1
18;VILA REAL;01/01/2012 00:00;EN - Estrada Nacional;Bom tempo;11;7;1;1
5;BRAGANCA;01/01/2011 00:00;IP- Itinerário Principal;Bom tempo;1;3;1;1
16;SETUBAL;01/01/2007 00:00;IC - Itinerário Complementar;Nevoeiro;1;0;2;1
4;BRAGA;01/01/2007 00:00;EN - Estrada Nacional;Chuva;2;1;0;1
13;PORTALEGRE;01/01/2009 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;3
19;VISEU;01/01/2010 00:00;EN - Estrada Nacional;Chuva;0;1;0;1
15;SANTAREM;01/01/2007 00:00;IC - Itinerário Complementar;Bom tempo;0;1;0;1
18;VILA REAL;01/01/2007 00:00;EN - Estrada Nacional;Chuva;2;0;0;6
16;SETUBAL;01/01/2007 00:00;ER - Estrada Regional;Bom tempo;1;0;0;5
10;GUARDA;01/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;7
3;BEJA;01/01/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;11
