geometry;name;time;tipos_vias;f_atmosfericos;fleves;fgraves;mortos;f
12;LISBOA;13/10/2008 00:00;IC - Itinerário Complementar;Bom tempo;3;0;0;1
16;SETUBAL;01/08/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
15;SANTAREM;30/06/2008 00:00;A  - Auto-Estrada;Bom tempo;6;0;0;1
16;SETUBAL;26/07/2010 00:00;PNT - Ponte;Bom tempo;1;0;0;1
17;VIANA DO CASTELO;14/01/2008 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
12;LISBOA;27/10/2008 00:00;A  - Auto-Estrada;Vento Forte;1;0;0;1
16;SETUBAL;21/02/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
12;LISBOA;02/01/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;5
16;SETUBAL;02/06/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;2
15;SANTAREM;10/09/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;4
4;BRAGA;10/11/2008 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;2
17;VIANA DO CASTELO;16/03/2009 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
4;BRAGA;01/09/2008 00:00;EN - Estrada Nacional;Chuva;3;0;0;1
14;PORTO;09/01/2012 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;1
2;AVEIRO;16/11/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
12;LISBOA;24/12/2012 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
10;GUARDA;10/09/2007 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
12;LISBOA;09/07/2007 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;3
11;LEIRIA;21/02/2011 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
14;PORTO;28/03/2011 00:00;EN - Estrada Nacional;Chuva;2;0;0;3
5;BRAGANCA;13/02/2012 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;1
11;LEIRIA;01/08/2011 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
4;BRAGA;01/06/2009 00:00;EN - Estrada Nacional;Chuva;4;0;0;1
12;LISBOA;29/11/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;6
12;LISBOA;12/02/2007 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;1
19;VISEU;01/02/2010 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
14;PORTO;27/09/2010 00:00;A  - Auto-Estrada;Chuva;2;0;0;1
2;AVEIRO;27/02/2012 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
7;COIMBRA;27/10/2008 00:00;IP- Itinerário Principal;Bom tempo;2;0;0;1
3;BEJA;28/11/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;1
7;COIMBRA;22/09/2008 00:00;EN - Estrada Nacional;Nevoeiro;2;0;0;1
16;SETUBAL;17/10/2011 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
19;VISEU;05/02/2007 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
2;AVEIRO;06/12/2010 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
2;AVEIRO;02/07/2007 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;3
11;LEIRIA;12/03/2007 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
10;GUARDA;16/03/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;2
2;AVEIRO;26/02/2007 00:00;A  - Auto-Estrada;Chuva;2;0;0;1
17;VIANA DO CASTELO;24/11/2008 00:00;A  - Auto-Estrada;Chuva;1;0;0;1
13;PORTALEGRE;05/02/2007 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
14;PORTO;26/02/2007 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
19;VISEU;16/04/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
18;VILA REAL;28/09/2009 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;1
11;LEIRIA;11/07/2011 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
16;SETUBAL;28/01/2008 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
19;VISEU;20/07/2009 00:00;IP- Itinerário Principal;Chuva;2;0;0;1
2;AVEIRO;02/04/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;5
10;GUARDA;23/04/2012 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
11;LEIRIA;31/03/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;5
16;SETUBAL;08/09/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;8
13;PORTALEGRE;09/08/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
17;VIANA DO CASTELO;15/11/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;4
11;LEIRIA;18/01/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;3
8;EVORA;05/05/2008 00:00;ER - Estrada Regional;Bom tempo;1;0;0;1
7;COIMBRA;25/05/2009 00:00;IP- Itinerário Principal;Chuva;2;0;0;1
4;BRAGA;19/07/2010 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;2
11;LEIRIA;09/11/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
11;LEIRIA;05/10/2009 00:00;IC - Itinerário Complementar;Chuva;3;0;0;1
16;SETUBAL;26/10/2009 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
15;SANTAREM;11/08/2008 00:00;IC - Itinerário Complementar;Chuva;1;0;0;1
7;COIMBRA;05/12/2011 00:00;IC - Itinerário Complementar;Chuva;1;0;0;1
5;BRAGANCA;25/06/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
14;PORTO;08/12/2008 00:00;A  - Auto-Estrada;Chuva;1;0;0;6
4;BRAGA;11/10/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;13
2;AVEIRO;30/07/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
14;PORTO;01/10/2007 00:00;EN - Estrada Nacional;NÃO DEFINIDO;5;0;0;1
15;SANTAREM;11/06/2007 00:00;A  - Auto-Estrada;Chuva;1;0;0;1
15;SANTAREM;06/02/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
19;VISEU;21/12/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
16;SETUBAL;01/03/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
4;BRAGA;28/01/2008 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
11;LEIRIA;13/08/2007 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;1
12;LISBOA;02/02/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
15;SANTAREM;12/09/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
15;SANTAREM;03/09/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
14;PORTO;18/07/2011 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;1
6;CASTELO BRANCO;22/06/2009 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;1
10;GUARDA;12/09/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;2
4;BRAGA;08/02/2010 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
16;SETUBAL;30/04/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;1;1
2;AVEIRO;28/12/2009 00:00;A  - Auto-Estrada;Chuva;0;0;1;1
15;SANTAREM;28/05/2007 00:00;EN - Estrada Nacional;Bom tempo;1;1;0;1
19;VISEU;21/03/2011 00:00;EN - Estrada Nacional;Bom tempo;5;1;0;1
9;FARO;29/12/2008 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
12;LISBOA;25/06/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;9
14;PORTO;14/09/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;7
18;VILA REAL;01/02/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
10;GUARDA;11/06/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
5;BRAGANCA;20/08/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
16;SETUBAL;09/11/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;3
9;FARO;05/01/2009 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
6;CASTELO BRANCO;07/09/2009 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;1
14;PORTO;10/03/2008 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;1
15;SANTAREM;23/07/2007 00:00;IC - Itinerário Complementar;Bom tempo;0;0;1;1
14;PORTO;02/11/2009 00:00;A  - Auto-Estrada;Chuva;2;0;0;1
14;PORTO;23/04/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;4
6;CASTELO BRANCO;20/10/2008 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;1
19;VISEU;24/03/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
4;BRAGA;09/11/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;11
7;COIMBRA;30/11/2009 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;1
12;LISBOA;17/12/2012 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;1
6;CASTELO BRANCO;13/10/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
6;CASTELO BRANCO;09/08/2010 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;2
14;PORTO;05/11/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;4
8;EVORA;11/04/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
16;SETUBAL;19/04/2010 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;2
2;AVEIRO;29/10/2007 00:00;IC - Itinerário Complementar;Bom tempo;0;1;0;1
14;PORTO;03/12/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
16;SETUBAL;11/07/2011 00:00;IC - Itinerário Complementar;Bom tempo;2;0;0;1
8;EVORA;26/05/2008 00:00;EN - Estrada Nacional;Chuva;1;0;0;2
7;COIMBRA;25/05/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
15;SANTAREM;28/05/2007 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;1
7;COIMBRA;26/05/2008 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
4;BRAGA;22/06/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;3
13;PORTALEGRE;30/11/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
11;LEIRIA;12/02/2007 00:00;EN - Estrada Nacional;Chuva;3;0;0;1
14;PORTO;22/03/2010 00:00;A  - Auto-Estrada;Granizo;1;0;0;1
14;PORTO;18/04/2011 00:00;A  - Auto-Estrada;Bom tempo;0;0;1;1
4;BRAGA;28/05/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
14;PORTO;25/01/2010 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;7
12;LISBOA;14/12/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;4
16;SETUBAL;02/04/2007 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;3
7;COIMBRA;05/02/2007 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
11;LEIRIA;20/04/2009 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
2;AVEIRO;07/01/2008 00:00;A  - Auto-Estrada;Chuva;1;0;0;4
14;PORTO;16/04/2012 00:00;EN - Estrada Nacional;Chuva;5;0;0;1
14;PORTO;13/08/2012 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;5
14;PORTO;22/12/2008 00:00;EN - Estrada Nacional;Neve;1;0;0;1
14;PORTO;12/05/2008 00:00;A  - Auto-Estrada;NÃO DEFINIDO;1;0;0;1
12;LISBOA;23/05/2011 00:00;A  - Auto-Estrada;Bom tempo;8;0;0;1
19;VISEU;07/11/2011 00:00;A  - Auto-Estrada;Chuva;3;0;0;1
17;VIANA DO CASTELO;21/04/2008 00:00;EN - Estrada Nacional;NÃO DEFINIDO;1;0;0;1
13;PORTALEGRE;05/12/2011 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
14;PORTO;14/05/2012 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;1
2;AVEIRO;31/01/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
14;PORTO;28/12/2009 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
9;FARO;05/05/2008 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
4;BRAGA;02/04/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;2
17;VIANA DO CASTELO;30/01/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
15;SANTAREM;03/10/2011 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;1
15;SANTAREM;19/02/2007 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
16;SETUBAL;08/06/2009 00:00;EN - Estrada Nacional;Bom tempo;0;1;2;1
16;SETUBAL;20/08/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;6
16;SETUBAL;22/06/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;2
6;CASTELO BRANCO;05/12/2011 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
10;GUARDA;19/02/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
16;SETUBAL;25/06/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;3
4;BRAGA;20/09/2010 00:00;A  - Auto-Estrada;Bom tempo;1;2;1;1
2;AVEIRO;13/12/2010 00:00;A  - Auto-Estrada;Bom tempo;3;1;0;1
14;PORTO;06/09/2010 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
12;LISBOA;24/09/2012 00:00;IP- Itinerário Principal;Granizo;1;0;0;1
4;BRAGA;28/09/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
9;FARO;06/12/2010 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
6;CASTELO BRANCO;30/11/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
15;SANTAREM;03/08/2009 00:00;A  - Auto-Estrada;Bom tempo;1;3;0;1
14;PORTO;30/06/2008 00:00;A  - Auto-Estrada;Bom tempo;1;0;1;1
19;VISEU;06/08/2007 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
9;FARO;15/12/2008 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;3
14;PORTO;21/05/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;6
15;SANTAREM;14/06/2010 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;2
17;VIANA DO CASTELO;24/09/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
10;GUARDA;21/03/2011 00:00;EN - Estrada Nacional;Chuva;3;0;0;1
9;FARO;04/07/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;2
5;BRAGANCA;19/12/2011 00:00;EN - Estrada Nacional;Nevoeiro;0;1;0;1
16;SETUBAL;21/04/2008 00:00;PNT - Ponte;Bom tempo;2;0;0;1
7;COIMBRA;17/12/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;3
8;EVORA;15/10/2007 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
15;SANTAREM;19/03/2012 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
14;PORTO;16/05/2011 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
4;BRAGA;30/05/2011 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;1
4;BRAGA;28/04/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
2;AVEIRO;03/12/2007 00:00;EN - Estrada Nacional;Nevoeiro;1;0;0;2
12;LISBOA;03/11/2008 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;6
5;BRAGANCA;08/09/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;3
18;VILA REAL;19/11/2007 00:00;IP- Itinerário Principal;Chuva;2;0;0;1
17;VIANA DO CASTELO;09/07/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;4
19;VISEU;15/09/2008 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
15;SANTAREM;28/01/2008 00:00;EN - Estrada Nacional;Chuva;1;0;2;1
7;COIMBRA;20/07/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
4;BRAGA;08/08/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;11
16;SETUBAL;13/06/2011 00:00;ER - Estrada Regional;Bom tempo;2;0;0;1
15;SANTAREM;06/06/2011 00:00;A  - Auto-Estrada;Bom tempo;0;1;0;1
16;SETUBAL;01/11/2010 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;3
15;SANTAREM;23/06/2008 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
7;COIMBRA;01/10/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
14;PORTO;18/07/2011 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
17;VIANA DO CASTELO;06/06/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
2;AVEIRO;19/03/2007 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
8;EVORA;17/09/2012 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
14;PORTO;22/10/2007 00:00;A  - Auto-Estrada;Bom tempo;3;0;0;1
12;LISBOA;16/01/2012 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
18;VILA REAL;26/03/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
12;LISBOA;11/06/2012 00:00;ER - Estrada Regional;Bom tempo;1;0;0;1
15;SANTAREM;12/04/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;3
6;CASTELO BRANCO;26/03/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
14;PORTO;15/08/2011 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;3
14;PORTO;21/01/2008 00:00;EN - Estrada Nacional;Bom tempo;4;0;0;1
5;BRAGANCA;25/06/2007 00:00;EN - Estrada Nacional;Bom tempo;0;0;1;1
16;SETUBAL;13/02/2012 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;1
4;BRAGA;26/03/2007 00:00;EN - Estrada Nacional;Chuva;1;1;0;1
2;AVEIRO;05/09/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;6
8;EVORA;25/04/2011 00:00;A  - Auto-Estrada;Chuva;2;0;0;1
12;LISBOA;08/10/2012 00:00;EN - Estrada Nacional;Chuva;2;0;0;2
4;BRAGA;26/01/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
13;PORTALEGRE;29/11/2010 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
2;AVEIRO;28/12/2009 00:00;A  - Auto-Estrada;Chuva;2;0;0;2
17;VIANA DO CASTELO;05/07/2010 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;2
9;FARO;04/06/2007 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
7;COIMBRA;19/01/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;2
3;BEJA;20/10/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;2
4;BRAGA;28/06/2010 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
5;BRAGANCA;19/10/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;6
18;VILA REAL;07/09/2009 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
19;VISEU;05/12/2011 00:00;A  - Auto-Estrada;Chuva;1;0;0;2
4;BRAGA;08/01/2007 00:00;A  - Auto-Estrada;Chuva;1;0;0;1
14;PORTO;14/11/2011 00:00;A  - Auto-Estrada;Chuva;1;0;0;10
16;SETUBAL;08/01/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;6
9;FARO;29/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
15;SANTAREM;22/12/2008 00:00;A  - Auto-Estrada;Bom tempo;2;1;0;1
4;BRAGA;15/01/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;7
17;VIANA DO CASTELO;22/09/2008 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
7;COIMBRA;17/10/2011 00:00;IC - Itinerário Complementar;Chuva;3;2;1;1
9;FARO;27/08/2012 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;2
2;AVEIRO;05/01/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
19;VISEU;10/10/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;2;1
19;VISEU;30/11/2009 00:00;A  - Auto-Estrada;Chuva;2;0;0;2
4;BRAGA;10/12/2012 00:00;EN - Estrada Nacional;Chuva;2;0;0;3
9;FARO;11/05/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
16;SETUBAL;16/08/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;3
11;LEIRIA;16/04/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;8
7;COIMBRA;18/05/2009 00:00;IP- Itinerário Principal;Chuva;2;0;0;1
9;FARO;12/10/2009 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;2
7;COIMBRA;30/11/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
14;PORTO;09/03/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;15
14;PORTO;02/05/2011 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;2
3;BEJA;08/01/2007 00:00;EN - Estrada Nacional;Bom tempo;0;2;0;1
2;AVEIRO;06/09/2010 00:00;A  - Auto-Estrada;Chuva;1;0;0;3
6;CASTELO BRANCO;17/12/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;4
8;EVORA;15/02/2010 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
9;FARO;24/08/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
9;FARO;27/09/2010 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
16;SETUBAL;09/11/2009 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;1
19;VISEU;17/12/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
12;LISBOA;02/02/2009 00:00;A  - Auto-Estrada;Chuva;2;0;0;1
4;BRAGA;11/07/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;4
4;BRAGA;19/04/2010 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
19;VISEU;08/08/2011 00:00;IC - Itinerário Complementar;Bom tempo;4;0;0;1
12;LISBOA;07/09/2009 00:00;IC - Itinerário Complementar;NÃO DEFINIDO;3;0;0;1
14;PORTO;12/05/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;2
4;BRAGA;15/11/2010 00:00;EN - Estrada Nacional;Chuva;5;0;0;1
15;SANTAREM;05/07/2010 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
10;GUARDA;11/08/2008 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
16;SETUBAL;31/10/2011 00:00;EN - Estrada Nacional;Chuva;3;0;0;1
9;FARO;30/04/2007 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
12;LISBOA;05/03/2012 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;4
11;LEIRIA;26/10/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;9
8;EVORA;13/10/2008 00:00;A  - Auto-Estrada;Chuva;1;0;0;1
16;SETUBAL;18/01/2010 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
7;COIMBRA;17/12/2012 00:00;A  - Auto-Estrada;Chuva;6;0;0;1
19;VISEU;01/10/2007 00:00;EN - Estrada Nacional;Chuva;1;0;0;4
3;BEJA;22/12/2008 00:00;ER - Estrada Regional;Bom tempo;1;0;0;1
9;FARO;10/10/2011 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
8;EVORA;17/12/2007 00:00;IP- Itinerário Principal;Bom tempo;1;0;0;1
8;EVORA;05/02/2007 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
8;EVORA;02/03/2009 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
19;VISEU;01/09/2008 00:00;EN - Estrada Nacional;Bom tempo;2;0;1;1
17;VIANA DO CASTELO;21/04/2008 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
12;LISBOA;21/12/2009 00:00;A  - Auto-Estrada;Chuva;3;0;0;4
9;FARO;26/04/2010 00:00;EN - Estrada Nacional;Bom tempo;2;0;0;1
11;LEIRIA;17/08/2009 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;1
14;PORTO;29/10/2007 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;8
15;SANTAREM;29/01/2007 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;1
7;COIMBRA;27/10/2008 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
16;SETUBAL;16/01/2012 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
9;FARO;12/11/2012 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;1
19;VISEU;17/11/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;2
11;LEIRIA;28/11/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;8
14;PORTO;03/09/2007 00:00;EN - Estrada Nacional;Bom tempo;3;0;0;2
9;FARO;08/01/2007 00:00;A  - Auto-Estrada;Nevoeiro;1;0;0;1
3;BEJA;06/09/2010 00:00;ER - Estrada Regional;Bom tempo;1;0;0;1
11;LEIRIA;24/01/2011 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
14;PORTO;03/08/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;4
14;PORTO;15/11/2010 00:00;A  - Auto-Estrada;Chuva;4;0;0;1
13;PORTALEGRE;20/07/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
9;FARO;03/12/2012 00:00;EN - Estrada Nacional;Chuva;2;0;0;1
12;LISBOA;21/07/2008 00:00;A  - Auto-Estrada;Bom tempo;4;0;0;1
2;AVEIRO;25/07/2011 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;5
16;SETUBAL;27/12/2010 00:00;EN - Estrada Nacional;Chuva;3;0;0;1
14;PORTO;21/09/2009 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;3
9;FARO;12/05/2008 00:00;IC - Itinerário Complementar;Bom tempo;1;0;0;1
14;PORTO;29/09/2008 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;11
14;PORTO;29/12/2008 00:00;A  - Auto-Estrada;Chuva;1;0;0;6
17;VIANA DO CASTELO;03/05/2010 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;1
16;SETUBAL;21/07/2008 00:00;EN - Estrada Nacional;Bom tempo;0;1;0;1
15;SANTAREM;04/05/2009 00:00;EN - Estrada Nacional;Chuva;1;0;0;1
16;SETUBAL;23/01/2012 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;3
14;PORTO;24/10/2011 00:00;EN - Estrada Nacional;Chuva;2;0;0;2
11;LEIRIA;03/10/2011 00:00;A  - Auto-Estrada;Bom tempo;5;0;0;1
16;SETUBAL;06/06/2011 00:00;PNT - Ponte;Bom tempo;1;0;0;1
14;PORTO;30/04/2007 00:00;A  - Auto-Estrada;Bom tempo;2;0;0;3
3;BEJA;12/10/2009 00:00;IC - Itinerário Complementar;Bom tempo;1;0;2;1
10;GUARDA;15/06/2009 00:00;A  - Auto-Estrada;Bom tempo;1;0;0;2
15;SANTAREM;15/06/2009 00:00;EN - Estrada Nacional;Bom tempo;1;0;0;4
